fiberD (m)	CV (m/s)
5e-06	17.809856894001825
6.6666666666666675e-06	27.55348075505541
8.333333333333334e-06	38.38582725089924
1e-05	49.23809585477112
1.1666666666666668e-05	57.83380543003102
1.3333333333333333e-05	67.46238818420693
1.5000000000000002e-05	80.45588378086657
1.6666666666666667e-05	93.94652630109638
1.8333333333333336e-05	107.13358957719274
2e-05	120.12325015981621
