fiberD (m)	CV (m/s)
5e-06	17.80024204783761
6.6666666666666675e-06	27.5448236343461
8.333333333333334e-06	38.42456629679227
1e-05	49.26778342346932
1.1666666666666668e-05	57.868170876079695
1.3333333333333333e-05	67.46945523960733
1.5000000000000002e-05	80.51239357162196
1.6666666666666667e-05	92.12941555181816
1.8333333333333336e-05	107.16149400363287
2e-05	120.07523944918024
