fiberL (m)	nodeL (m)	Ithr (A)	CV (m/s)	dV (mV)
0.0001	1.1111111111111112e-05	5.311638257314076e-10	9.023280358656992	89.96921714801132
0.00010985411419875583	1.2206012688750649e-05	5.682217670615057e-10	6.645823763567016	90.66292379175545
0.00012067926406393288	1.0970842187630263e-05	6.077502378136105e-10	4.848581084063612	91.78569994387296
0.00013257113655901095	1.2051921505364632e-05	6.37396590877689e-10	3.167898796277739	92.4033158520972
0.00014563484775012445	1.1202680596163419e-05	6.769250616297937e-10	1.9407493711616173	94.81420735013876
0.00015998587196060574	1.230660553543121e-05	6.991598264278527e-10	1.3889882037428358	96.18944617183142
0.00017575106248547912	1.1716737499031941e-05	7.263356500699246e-10	1.8243946701252691	98.76279988936236
0.00019306977288832496	1.1357045464019115e-05	7.460998854459771e-10	0.5035385657964228	97.68033256203104
0.00021209508879201905	1.1162899410106265e-05	7.658641208220295e-10	0.3648963152928749	97.96977003282278
0.00023299518105153718	1.2262904265870378e-05	7.708051796660426e-10	0.3082811687018498	96.52683976032239
0.0002559547922699536	1.2188323441426361e-05	7.806872973540687e-10	0.29016980147724475	94.62800413369854
0.0002811768697974231	1.2225081295540135e-05	7.880988856200884e-10	0.28007991939072135	94.16394023490406
0.00030888435964774815	1.2355374385909926e-05	7.905694150420949e-10	0.24946961337783374	93.48359293303625
0.000339322177189533	1.1700764730673551e-05	7.95510473886108e-10	0.24690866833240033	92.832935254048
0.0003727593720314938	1.2024495871983671e-05	7.95510473886108e-10	0.24276976733610917	92.06480942381522
0.0004094915062380423	1.1699757321086924e-05	7.979810033081146e-10	0.24024207523905036	91.49362659399895
0.0004498432668969444	1.2157926132349849e-05	7.95510473886108e-10	0.23148151775580175	91.11237372006397
0.0004941713361323833	1.2052959417863007e-05	7.979810033081146e-10	0.22812278229802824	90.69137717216783
0.0005428675439323859	1.2063723198497466e-05	7.979810033081146e-10	0.22734497705672643	90.2938999740552
0.0005963623316594642	1.2170659829784984e-05	7.979810033081146e-10	0.22426463476207617	89.90426138876647
0.0006551285568595509	1.1911428306537289e-05	7.979810033081146e-10	0.2239220464312325	89.4979263541385
0.0007196856730011522	1.2198062254256816e-05	7.95510473886108e-10	0.22223973598783645	89.44698903241076
0.0007906043210907702	1.2163143401396464e-05	7.979810033081146e-10	0.2217489814786221	89.27200778745882
0.000868511373751352	1.2232554559878197e-05	7.95510473886108e-10	0.22144446895221298	88.99005699317533
0.0009540954763499944	1.2077157928480941e-05	7.979810033081146e-10	0.2211276544329694	88.84310527799869
0.0010481131341546852	1.2330742754761003e-05	7.95510473886108e-10	0.22119654062364058	88.74313194650477
0.0011513953993264468	1.2119951571857335e-05	7.979810033081146e-10	0.22095438007727938	88.43835053569805
0.0012648552168552957	1.2280147736459182e-05	7.95510473886108e-10	0.22089276775696173	88.2311660329764
0.0013894954943731374	1.2296420304187056e-05	7.95510473886108e-10	0.2206988076246714	88.07989212971614
0.0015264179671752333	1.2211343737401866e-05	7.95510473886108e-10	0.2206482695654764	88.01927826553367
0.0016768329368110067	1.2239656473073041e-05	7.95510473886108e-10	0.2206305206691177	87.97092026964692
0.0018420699693267163	1.2199138869713353e-05	7.95510473886108e-10	0.22070125068385757	87.94007699727621
0.0020235896477251557	1.2264179683182761e-05	7.95510473886108e-10	0.2205692064131291	87.93523975270242
0.0022229964825261957	1.2281748522244175e-05	7.95510473886108e-10	0.22050217149936582	87.92754901894713
0.0024420530945486497	1.2271623590696733e-05	7.95510473886108e-10	0.22048717038557963	87.92619838804941
0.0026826957952797246	1.2249752489861757e-05	7.95510473886108e-10	0.22047906025810537	87.92431567961992
0.0029470517025518097	1.2330760261723053e-05	7.95510473886108e-10	0.22040444516707683	87.92234783859541
0.0032374575428176433	1.2309724497405488e-05	7.95510473886108e-10	0.22041704686374028	87.9217807177901
0.0035564803062231283	1.2306160229145773e-05	7.95510473886108e-10	0.22037663892598738	87.92126991356622
0.003906939937054613	1.2324731662632847e-05	7.95510473886108e-10	0.22041496272725844	87.92075587239958
0.004291934260128779	1.2297805902947789e-05	7.95510473886108e-10	0.22036826422628195	87.91954750176039
0.00471486636345739	1.231035604035872e-05	7.95510473886108e-10	0.22042758377716345	87.91340496390823
0.005179474679231213	1.2302790211950625e-05	7.95510473886108e-10	0.22040662412991355	87.91738271061695
0.005689866029018293	1.2342442579215385e-05	7.95510473886108e-10	0.2204359653264046	87.91119814283705
0.0062505519252739694	1.2328504783577848e-05	7.95510473886108e-10	0.22046394171709857	87.91096544600026
0.006866488450042998	1.2327627378892277e-05	7.95510473886108e-10	0.22038472660246727	87.912483255708
0.007543120063354615	1.2345532018583659e-05	7.95510473886108e-10	0.22035193551786159	87.91116892251426
0.008286427728546842	1.2349370683378303e-05	7.95510473886108e-10	0.22036938872903497	87.90857272908102
0.009102981779915217	1.235139997274792e-05	7.95510473886108e-10	0.22040543566926266	87.90885376157527
0.01	1.2330456226880395e-05	7.95510473886108e-10	0.22025471847524994	87.90322808427385
