t stim (m)	Ithr (A)
1e-05	nan
1.1937766417144358e-05	nan
1.4251026703029993e-05	nan
1.7012542798525893e-05	nan
2.0309176209047348e-05	nan
2.424462017082331e-05	nan
2.8942661247167517e-05	nan
3.455107294592218e-05	nan
4.124626382901348e-05	176186.63441824532
4.9238826317067415e-05	148349.32070877514
5.878016072274912e-05	131725.47035876242
7.017038286703837e-05	111756.48826727728
8.376776400682924e-05	104477.19071681237
0.0001	101415.66797081269
0.00011937766417144369	95947.10477605782
0.00014251026703029993	92551.06885591082
0.00017012542798525892	90449.45347920319
0.0002030917620904735	89038.68052736485
0.00024244620170823283	88093.31720912266
0.0002894266124716752	87438.83491187806
0.0003455107294592218	86995.24135485673
0.0004124626382901352	86697.08830833418
0.0004923882631706741	86493.47159363586
0.0005878016072274912	86348.03108313707
0.000701703828670383	86246.22272578793
0.0008376776400682924	86188.04652158839
0.001	86144.41436843874
0.001193776641714437	86115.32626633899
0.0014251026703029992	86100.7822152891
0.0017012542798525892	86086.23816423923
0.002030917620904737	86086.23816423923
0.0024244620170823282	86086.23816423923
0.0028942661247167516	86071.69411318935
0.003455107294592222	86071.69411318935
0.004124626382901352	86071.69411318935
0.004923882631706742	86071.69411318935
0.0058780160722749115	86071.69411318935
0.00701703828670383	86071.69411318935
0.008376776400682925	86071.69411318935
0.01	86071.69411318935
