tstim (s)	Ithr (A)
1e-05	-2.2645647044626433e-05
2.782559402207126e-05	-1.2959069696057901e-05
7.742636826811278e-05	-7.395832705325974e-06
0.00021544346900318823	-4.286964975211073e-06
0.0005994842503189409	-3.0925052683774536e-06
0.0016681005372000592	-2.847068342315751e-06
0.004641588833612777	-2.847068342315751e-06
0.012915496650148827	-2.847068342315751e-06
0.03593813663804626	-2.847068342315751e-06
0.1	-2.847068342315751e-06
