tstim (s)	Ithr (A)
1e-05	-5.550147021341971e-05
2.782559402207126e-05	-3.06305283725005e-05
7.742636826811278e-05	-1.7016960206944725e-05
0.00021544346900318823	-9.752027195518323e-06
0.0005994842503189409	-6.937683776677464e-06
0.0016681005372000592	-6.348635154129377e-06
0.004641588833612777	-6.348635154129377e-06
0.012915496650148827	-6.348635154129377e-06
0.03593813663804626	-6.348635154129377e-06
0.1	-6.348635154129377e-06
