tstim (s)	Ithr (A)
1e-05	-3.167772592369709e-05
2.782559402207126e-05	-1.6886060513045144e-05
7.742636826811278e-05	-9.261153343394914e-06
0.00021544346900318823	-5.301437602932778e-06
0.0005994842503189409	-3.697916352662987e-06
0.0016681005372000592	-3.3215797327017095e-06
0.004641588833612777	-3.3215797327017095e-06
0.012915496650148827	-3.3215797327017095e-06
0.03593813663804626	-3.3215797327017095e-06
0.1	-3.3215797327017095e-06
