distance (m)	Ithr (A)
0.0001	-8.115781021773635e-06
0.00019999999999999998	-2.264564704462644e-05
0.0003	-4.398229715025705e-05
0.00039999999999999996	-7.225663103256516e-05
0.0005	-0.00010930124440614492
0.0006000000000000001	-0.00015472343818929746
0.0007	-0.00021258110289290946
0.0007999999999999999	-0.0002785545486182952
0.0009	-0.00036049775699942846
0.001	-0.0004529129408925278
