t stim (m)	Ithr (A)
1e-05	477055.8614870606
1.1937766417144358e-05	352429.6911549535
1.4251026703029993e-05	279621.770592512
1.7012542798525893e-05	252499.18036497183
2.0309176209047348e-05	246989.39178186806
2.424462017082331e-05	155913.89835758874
2.8942661247167517e-05	118066.89820936465
3.455107294592218e-05	106456.98655211045
4.124626382901348e-05	102849.3868846021
4.9238826317067415e-05	100553.64164164223
5.878016072274912e-05	95601.39118897165
7.017038286703837e-05	92485.73693066897
8.376776400682924e-05	90452.3625726188
0.0001	89074.91542684291
0.00011937766417144369	88123.82096904522
0.00014251026703029993	87435.09739615726
0.00017012542798525892	86943.15198695156
0.0002030917620904735	86582.39202020073
0.00024244620170823283	86385.61385651845
0.0002894266124716752	86156.03933222246
0.0003455107294592218	86024.85388976762
0.0004124626382901352	85893.66844731277
0.0004923882631706741	85860.87208669908
0.0005878016072274912	85795.27936547164
0.000701703828670383	85762.48300485793
0.0008376776400682924	85729.68664424423
0.001	85729.68664424423
0.001193776641714437	85729.68664424423
0.0014251026703029992	85664.0939230168
0.0017012542798525892	85664.0939230168
0.002030917620904737	85664.0939230168
0.0024244620170823282	85664.0939230168
0.0028942661247167516	85664.0939230168
0.003455107294592222	85664.0939230168
0.004124626382901352	85664.0939230168
0.004923882631706742	85664.0939230168
0.0058780160722749115	85664.0939230168
0.00701703828670383	85664.0939230168
0.008376776400682925	85664.0939230168
0.01	85664.0939230168
