tstim (s)	Ithr (A)
1e-05	-0.0003204424506661592
2.782559402207126e-05	-0.0001566869335977911
7.742636826811278e-05	-8.246680715673215e-05
0.00021544346900318823	-4.437499623195587e-05
0.0005994842503189409	-2.935425635697966e-05
0.0016681005372000592	-2.572178985126646e-05
0.004641588833612777	-2.572178985126646e-05
0.012915496650148827	-2.572178985126646e-05
0.03593813663804626	-2.572178985126646e-05
0.1	-2.572178985126646e-05
