tstim (s)	Ithr (A)
1e-06	-0.015846282479431505
2.06913808111479e-06	-0.00777504514177714
4.281332398719396e-06	-0.0038319865341615907
8.858667904100832e-06	-0.001943761285444285
1.8329807108324375e-05	-0.001032044682509704
3.792690190732254e-05	-0.0005970123948150305
7.847599703514606e-05	-0.0003818102524979846
0.0001623776739188721	-0.0002730521805743162
0.0003359818286283781	-0.00021635914308219126
0.0006951927961775605	-0.00018859112471870148
0.0014384498882876629	-0.0001793351185975382
0.002976351441631316	-0.0001770211170672474
0.00615848211066026	-0.0001770211170672474
0.012742749857031322	-0.0001770211170672474
0.026366508987303555	-0.0001770211170672474
0.05455594781168514	-0.0001770211170672474
0.11288378916846883	-0.0001770211170672474
0.23357214690901212	-0.0001770211170672474
0.4832930238571752	-0.0001770211170672474
1.0	-0.0001770211170672474
