tstim (s)	Ithr (A)
1e-05	-0.00035212435081766647
2.782559402207126e-05	-0.00017283167677747849
7.742636826811278e-05	-8.803108770441662e-05
0.00021544346900318823	-4.6034605496805025e-05
0.0005994842503189409	-3.0285924668950673e-05
0.0016681005372000592	-2.6247801379757246e-05
0.004641588833612777	-2.6247801379757246e-05
0.012915496650148827	-2.6247801379757246e-05
0.03593813663804626	-2.6247801379757246e-05
0.1	-2.6247801379757246e-05
