tstim (s)	Ithr (A)
1e-05	5.479999999999978e-09
2.782559402207126e-05	2.6199999999999893e-09
7.742636826811278e-05	1.234999999999995e-09
0.00021544346900318823	5.999999999999975e-10
0.0005994842503189409	3.499999999999986e-10
0.0016681005372000592	2.7749999999999883e-10
0.004641588833612777	2.7249999999999885e-10
0.012915496650148827	2.7249999999999885e-10
0.03593813663804626	2.7249999999999885e-10
0.1	2.7249999999999885e-10
