t stim (m)	thr (A for electric/Pa for US)
1e-05	nan
1.8329807108324375e-05	nan
3.359818286283781e-05	nan
6.158482110660267e-05	nan
0.00011288378916846884	nan
0.00020691380811147902	nan
0.000379269019073225	nan
0.0006951927961775605	nan
0.0012742749857031334	297396.70869690203
0.002335721469090121	73150.97295149259
0.004281332398719391	36163.981995211754
0.007847599703514606	30185.063954504054
0.01438449888287663	28127.541551831364
0.026366508987303583	26868.821964313956
0.04832930238571752	26287.874462382846
0.08858667904100823	26094.225295072472
0.1623776739188721	26045.813003244883
0.2976351441631319	26045.813003244883
0.5455594781168515	26045.813003244883
1.0	26045.813003244883
