tstim (s)	Ithr (A)
1e-05	8.617206623958835e-09
3.5938136638046256e-05	2.9843995417839082e-09
0.0001291549665014884	1.3587911821036006e-09
0.0004641588833612782	8.671558271242979e-10
0.0016681005372000592	7.584525325560098e-10
0.005994842503189409	7.559820031340032e-10
