t stim (m)	Ithr (A)
1e-05	nan
1.3433993325988988e-05	nan
1.80472176682717e-05	nan
2.424462017082331e-05	487577.7732387115
3.257020655659783e-05	289404.9681330897
4.37547937507418e-05	194958.4366166024
5.878016072274912e-05	146742.90928131365
7.896522868499733e-05	122313.7087647673
0.00010608183551394483	107220.1523815465
0.00014251026703029977	101042.97467656169
0.00019144819761699575	94530.38460750532
0.00025719138090593444	90561.33829932498
0.0003455107294592218	88213.45175082398
0.00046415888336127773	87095.41053725207
0.0006235507341273912	86592.29199114468
0.0008376776400682916	86284.83065741241
0.0011253355826007646	86173.02653605521
0.0015117750706156615	86145.07550571593
0.002030917620904735	86089.17344503733
0.0027283333764867666	86061.22241469806
0.003665241237079626	86061.22241469806
0.0049238826317067365	86061.22241469806
0.006614740641230145	86061.22241469806
0.008886238162743398	86061.22241469806
0.011937766417144358	86061.22241469806
0.016037187437513294	86061.22241469806
0.021544346900318822	86061.22241469806
0.02894266124716749	86061.22241469806
0.03888155180308085	86061.22241469806
0.05223345074266838	86061.22241469806
0.07017038286703822	86061.22241469806
0.09426684551178845	86061.22241469806
0.1266380173467402	86061.22241469806
0.17012542798525856	86061.22241469806
0.22854638641349884	86061.22241469806
0.30702906297578497	86061.22241469806
0.4124626382901348	86061.22241469806
0.5541020330009481	86061.22241469806
0.7443803013251681	86061.22241469806
1.0	86061.22241469806
