t stim (m)	Ithr (A)
1e-05	nan
1.1937766417144358e-05	nan
1.4251026703029993e-05	nan
1.7012542798525893e-05	nan
2.0309176209047348e-05	nan
2.424462017082331e-05	nan
2.8942661247167517e-05	nan
3.455107294592218e-05	nan
4.124626382901348e-05	nan
4.9238826317067415e-05	nan
5.878016072274912e-05	485687.5
7.017038286703837e-05	359468.75
8.376776400682924e-05	279468.75
0.0001	226312.5
0.00011937766417144369	189937.5
0.00014251026703029993	164375.0
0.00017012542798525892	145687.5
0.0002030917620904735	132843.75
0.00024244620170823283	122593.75
0.0002894266124716752	115468.75
0.0003455107294592218	109968.75
0.0004124626382901352	105562.5
0.0004923882631706741	102062.5
0.0005878016072274912	99687.5
0.000701703828670383	97812.5
0.0008376776400682924	96375.0
0.001	95312.5
0.001193776641714437	94437.5
0.0014251026703029992	93812.5
0.0017012542798525892	93312.5
0.002030917620904737	92968.75
0.0024244620170823282	92687.5
0.0028942661247167516	92562.5
0.003455107294592222	92437.5
0.004124626382901352	92312.5
0.004923882631706742	92250.0
0.0058780160722749115	92218.75
0.00701703828670383	92218.75
0.008376776400682925	92187.5
0.01	92187.5
