t stim (m)	thr (A for electric/Pa for US)
0.001	nan
0.0026826957952797246	nan
0.0071968567300115215	nan
0.019306977288832496	nan
0.0517947467923121	446990.6904441635
0.13894954943731375	354571.62534528907
0.3727593720314938	338353.5075830454
1.0	335545.5946570451
