t stim (m)	Ithr (A)
1e-05	nan
3.5938136638046256e-05	nan
0.0001291549665014884	-14.660774453214145
0.0004641588833612782	-4.125960810404552
0.0016681005372000592	-1.1885699288855756
0.005994842503189409	-0.3769913430826495
0.021544346900318846	-0.15380723198684484
0.07742636826811278	-0.09948382664681028
0.2782559402207126	-0.09130259090282918
1.0	-0.09032084261355144
