t stim (m)	Ithr (A)
1e-05	nan
1.2663801734674022e-05	nan
1.603718743751331e-05	nan
2.0309176209047348e-05	nan
2.571913809059347e-05	nan
3.257020655659783e-05	nan
4.124626382901348e-05	178152.61209782542
5.2233450742668436e-05	144324.67098011848
6.614740641230145e-05	115309.34263495289
8.376776400682924e-05	104137.20584155327
0.00010608183551394483	98261.09158579407
0.00013433993325989	93093.97831884678
0.00017012542798525892	90193.51972825268
0.00021544346900318823	88517.69920924274
0.00027283333764867697	87550.87967904471
0.0003455107294592218	86949.30308247702
0.0004375479375074184	86584.06014884663
0.0005541020330009492	86369.2113643582
0.0007017038286703822	86240.30209366513
0.0008886238162743407	86175.84745831859
0.0011253355826007646	86132.8777014209
0.0014251026703029977	86100.65038374762
0.0018047217668271701	86089.9079445232
0.0022854638641349907	86089.9079445232
0.0028942661247167516	86089.9079445232
0.003665241237079626	86089.9079445232
0.004641588833612777	86089.9079445232
0.0058780160722749115	86089.9079445232
0.0074438030132516885	86089.9079445232
0.009426684551178854	86089.9079445232
0.011937766417144358	86089.9079445232
0.015117750706156615	86089.9079445232
0.019144819761699575	86089.9079445232
0.024244620170823284	86089.9079445232
0.0307029062975785	86089.9079445232
0.03888155180308085	86089.9079445232
0.049238826317067365	86089.9079445232
0.062355073412739125	86089.9079445232
0.07896522868499725	86089.9079445232
0.1	86089.9079445232
