tstim (s)	Ithr (A)
1e-06	-0.0097002944149791
2.06913808111479e-06	-0.0047390751340355905
4.281332398719396e-06	-0.0023602815608966318
8.858667904100832e-06	-0.0011986527926906424
1.8329807108324375e-05	-0.0006432924254208468
3.792690190732254e-05	-0.0003818102524979846
7.847599703514606e-05	-0.0002522261668016989
0.0001623776739188721	-0.00018512012242326525
0.0003359818286283781	-0.0001492530987037576
0.0006951927961775605	-0.0001307410864614311
0.0014384498882876629	-0.00012379908187055863
0.002976351441631316	-0.00012264208110541322
0.00615848211066026	-0.00012264208110541322
0.012742749857031322	-0.00012264208110541322
0.026366508987303555	-0.00012264208110541322
0.05455594781168514	-0.00012264208110541322
0.11288378916846883	-0.00012264208110541322
0.23357214690901212	-0.00012264208110541322
0.4832930238571752	-0.00012264208110541322
1.0	-0.00012264208110541322
