distance (m)	Ithr (A)
0.0001	-6.446809924554057e-06
0.00019999999999999998	-1.4791665410651951e-05
0.0003	-2.5329090769567675e-05
0.00039999999999999996	-3.796091123087661e-05
0.0005	-5.334162526407671e-05
0.0006000000000000001	-7.107853378746914e-05
0.0007	-9.117163680105385e-05
0.0007999999999999999	-0.00011414453308042924
0.0009	-0.00013901547492134822
0.001	-0.00016755160819145536
