t stim (m)	Ithr (A)
1e-05	nan
1.2663801734674022e-05	nan
1.603718743751331e-05	nan
2.0309176209047348e-05	nan
2.571913809059347e-05	436421.9352196484
3.257020655659783e-05	306859.58710679266
4.124626382901348e-05	204052.0890438211
5.2233450742668436e-05	141085.47659968727
6.614740641230145e-05	113324.0084291142
8.376776400682924e-05	102648.55835970487
0.00010608183551394483	95628.7214654283
0.00013433993325989	91390.32937831791
0.00017012542798525892	89165.17353258493
0.00021544346900318823	87920.14585699627
0.00027283333764867697	87204.91719229639
0.0003455107294592218	86781.07798358535
0.0004375479375074184	86516.17847814094
0.0005541020330009492	86330.74882432984
0.0007017038286703822	86224.7890221521
0.0008886238162743407	86198.29907160763
0.0011253355826007646	86118.82921997433
0.0014251026703029977	86118.82921997433
0.0018047217668271701	86092.3392694299
0.0022854638641349907	86092.3392694299
0.0028942661247167516	86092.3392694299
0.003665241237079626	86092.3392694299
0.004641588833612777	86092.3392694299
0.0058780160722749115	86092.3392694299
0.0074438030132516885	86092.3392694299
0.009426684551178854	86092.3392694299
0.011937766417144358	86092.3392694299
0.015117750706156615	86092.3392694299
0.019144819761699575	86092.3392694299
0.024244620170823284	86092.3392694299
0.0307029062975785	86092.3392694299
0.03888155180308085	86092.3392694299
0.049238826317067365	86092.3392694299
0.062355073412739125	86092.3392694299
0.07896522868499725	86092.3392694299
0.1	86092.3392694299
