t stim (m)	Ithr (A)
1e-05	nan
1.1937766417144358e-05	nan
1.4251026703029993e-05	nan
1.7012542798525893e-05	nan
2.0309176209047348e-05	nan
2.424462017082331e-05	nan
2.8942661247167517e-05	nan
3.455107294592218e-05	nan
4.124626382901348e-05	nan
4.9238826317067415e-05	725816.2567420693
5.878016072274912e-05	479810.75577861245
7.017038286703837e-05	372665.04565361404
8.376776400682924e-05	299430.7724031942
0.0001	248170.06076396172
0.00011937766417144369	210749.41330371588
0.00014251026703029993	172771.2277130369
0.00017012542798525892	148698.69902257205
0.0002030917620904735	134399.48579499344
0.00024244620170823283	123576.68679246832
0.0002894266124716752	116066.32021192819
0.0003455107294592218	110392.54982575595
0.0004124626382901352	105932.24478229106
0.0004923882631706741	102291.848754169
0.0005878016072274912	99799.32534752683
0.000701703828670383	97929.93279254521
0.0008376776400682924	96486.8929255419
0.001	95339.02030406195
0.001193776641714437	94453.51856749173
0.0014251026703029992	93797.59135521748
0.0017012542798525892	93338.4423066255
0.002030917620904737	92977.68233987466
0.0024244620170823282	92715.31145496493
0.0028942661247167516	92551.32965189638
0.003455107294592222	92420.14420944155
0.004124626382901352	92321.75512760041
0.004923882631706742	92288.95876698669
0.0058780160722749115	92223.36604575928
0.00701703828670383	92190.56968514556
0.008376776400682925	92190.56968514556
0.01	92190.56968514556
