tstim (s)	Ithr (A)
1e-05	1.7279999999999927e-08
2.782559402207126e-05	8.279999999999966e-09
7.742636826811278e-05	3.859999999999985e-09
0.00021544346900318823	1.8149999999999926e-09
0.0005994842503189409	1.0099999999999957e-09
0.0016681005372000592	7.649999999999969e-10
0.004641588833612777	7.44999999999997e-10
0.012915496650148827	7.44999999999997e-10
0.03593813663804626	7.44999999999997e-10
0.1	7.44999999999997e-10
