t stim (m)	thr (A for electric/Pa for US)
0.001	326758.7636903371
0.0026826957952797246	164383.93690059107
0.0071968567300115215	83438.58496485604
0.019306977288832496	65356.593967250155
0.0517947467923121	40617.91284335029
0.13894954943731375	35147.32386683231
0.3727593720314938	34275.90261393564
1.0	34275.90261393564
