t stim (m)	Ithr (A)
1e-05	nan
1.1937766417144358e-05	nan
1.4251026703029993e-05	nan
1.7012542798525893e-05	452500.0
2.0309176209047348e-05	250718.75
2.424462017082331e-05	156000.0
2.8942661247167517e-05	117875.0
3.455107294592218e-05	106187.5
4.124626382901348e-05	102625.0
4.9238826317067415e-05	99187.5
5.878016072274912e-05	94562.5
7.017038286703837e-05	91718.75
8.376776400682924e-05	89875.0
0.0001	88687.5
0.00011937766417144369	87812.5
0.00014251026703029993	87250.0
0.00017012542798525892	86812.5
0.0002030917620904735	86500.0
0.00024244620170823283	86312.5
0.0002894266124716752	86125.0
0.0003455107294592218	86000.0
0.0004124626382901352	85937.5
0.0004923882631706741	85812.5
0.0005878016072274912	85812.5
0.000701703828670383	85750.0
0.0008376776400682924	85718.75
0.001	85687.5
0.001193776641714437	85687.5
0.0014251026703029992	85687.5
0.0017012542798525892	85687.5
0.002030917620904737	85687.5
0.0024244620170823282	85687.5
0.0028942661247167516	85687.5
0.003455107294592222	85687.5
0.004124626382901352	85687.5
0.004923882631706742	85687.5
0.0058780160722749115	85687.5
0.00701703828670383	85687.5
0.008376776400682925	85687.5
0.01	85687.5
