t stim (m)	thr (A for electric/Pa for US)
1e-05	nan
2.1544346900318823e-05	nan
4.641588833612782e-05	484752.2780696859
0.0001	283018.258024107
0.00021544346900318823	257214.50648000007
0.00046415888336127773	253147.8739664823
0.001	252300.65885949944
0.002154434690031882	252179.6281299305
0.004641588833612777	252131.2158381029
