nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
-2.123716633826700645e-03
-2.106961473007555076e-03
-2.102772682802768467e-03
-2.090206312188409507e-03
-2.086017521983622898e-03
-2.086017521983622898e-03
-2.086017521983622898e-03
-2.077378142186251005e-03
-2.077116342798451462e-03
-2.077116342798451462e-03
-2.077116342798451462e-03
-2.077378142186251005e-03
-2.077574491727100445e-03
-2.075545546471656809e-03
-2.075545546471656809e-03
-2.076592744022853244e-03
-2.076592744022853244e-03
-2.076592744022853244e-03
-2.076592744022853244e-03
-2.075545546471656809e-03
-2.075545546471656809e-03
-2.075545546471656809e-03
-2.075545546471656809e-03
-2.075545546471656809e-03
-2.075545546471656809e-03
-2.075545546471656809e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
-2.073451151369263938e-03
