fiberL (m)	nodeL (m)	Ithr (A)	CV (m/s)	dV (mV)
0.0001	2e-05	4.308603311979417e-09	500.24233708349	88.60124735529746
0.0001083110727436041	2.166221454872082e-05	4.6248310779962545e-09	382.63409103904354	87.97420057716018
0.00011731288478870299	2.3462576957740596e-05	5.020115785517303e-09	272.88867465139873	88.2747588424187
0.00012706284398111256	2.541256879622251e-05	5.4351647284144026e-09	200.10727466034606	88.2622413178985
0.000137623129374475	2.7524625874894997e-05	5.889742142063606e-09	148.70118406194004	88.29095059810436
0.00014906108776881216	2.981221755376243e-05	6.364083791088864e-09	108.86168591758141	88.50853042403746
0.0001614496632056857	3.228993264113714e-05	6.858189675490174e-09	82.95483345470784	88.3619509019979
0.00017486786215901404	2.4981123165573433e-05	7.391824030643588e-09	83.99246675082308	88.261976360898
0.00018940125738823506	2.705732248403358e-05	7.984751091925157e-09	62.39893625163992	88.60373882866048
0.0002051425336670721	2.9306076238153157e-05	8.617206623958835e-09	47.36543736407571	89.14197110736194
0.00022219207886821498	3.174172555260214e-05	9.249662155992509e-09	36.48578568970724	89.51986345809074
0.0002406586241734785	2.6739847130386502e-05	9.882117688026187e-09	38.19143819897062	89.36571612249988
0.0002606599374922931	2.8962215276921457e-05	1.0514573220059861e-08	29.795443671801678	89.56100970817471
0.00028232357451071056	3.136928605674562e-05	1.1186557222845644e-08	21.581488042395897	90.42659101527906
0.00030578769216063937	2.779888110551267e-05	1.1858541225631422e-08	16.867258673076304	90.71695698894632
0.00033120192969709827	3.010926633609984e-05	1.24909967576651e-08	12.366867633163904	91.76255238889928
0.0003587283630024446	3.26116693638586e-05	1.3044395348194564e-08	9.283932850745229	92.74751978653215
0.00038854253820351796	2.9887887554116767e-05	1.3676850880228242e-08	6.282604651684792	93.764637063803
0.0004208345911934581	3.2371891630266004e-05	1.4151192529253498e-08	4.343415974775347	95.24460177629703
0.0004558104601977953	3.0387364013186353e-05	1.466506264903086e-08	4.846977651584072	96.97991663246646
0.0004936931991177906	3.2912879941186044e-05	1.49812904150477e-08	2.7781211264553414	99.0466833828269
0.0005347244000266965	3.145437647215862e-05	1.541610359332085e-08	1.2388402356805184	97.66680743325149
0.0005791657338907159	3.048240704687978e-05	1.5732331359337688e-08	1.0133067712300174	98.00908033338794
0.0006273006193404024	3.3015822070547494e-05	1.5969502183850315e-08	0.8550341622949753	96.70785329852212
0.0006794360301348616	3.2354096673088645e-05	1.6048559125354525e-08	0.817172804499083	95.09496663098662
0.0007359044528456266	3.199584577589681e-05	1.6285729949867155e-08	0.7904051408992798	94.58933701291954
0.0007970660072450482	3.188264028980193e-05	1.6285729949867155e-08	0.7040854686163113	94.20254508433436
0.000863310742921725	3.197447196006389e-05	1.6364786891371363e-08	0.6955101586221256	93.19524823397363
0.0009350611267692985	3.224348712997581e-05	1.6364786891371363e-08	0.6761869527131278	92.75110838436723
0.001012774737212259	3.267015281329868e-05	1.6364786891371363e-08	0.6678349042303031	92.10851787922363
0.0010969471823508163	3.134134806716618e-05	1.6443843832875574e-08	0.6623336162107927	91.63221515416362
0.0011881152606349069	3.2111223260402886e-05	1.6443843832875574e-08	0.6373959833995977	91.30450586839272
0.0012868603842241368	3.29964201083112e-05	1.6364786891371363e-08	0.6357004360408472	90.80779286692618
0.0013938122868656264	3.241423922943317e-05	1.6443843832875574e-08	0.6262901538523954	90.44487941046513
0.0015096530399363222	3.212027744545366e-05	1.6443843832875574e-08	0.6257779341326551	90.11425917474817
0.0016351214022614605	3.206120396591099e-05	1.6443843832875574e-08	0.6191703383953692	89.80349216781153
0.0017710175314496499	3.220031875363e-05	1.6443843832875574e-08	0.6124997052575544	89.49044301790212
0.001918208086790412	3.251200147102393e-05	1.6443843832875574e-08	0.6114835631625397	89.42639885911836
0.0020776317562572594	3.2978281845353325e-05	1.6443843832875574e-08	0.6084587549348788	89.33485817123133
0.002250305242864022	3.261311946179742e-05	1.6443843832875574e-08	0.6066534153629812	89.1898883649819
0.002437329748551585	3.24977299806878e-05	1.6443843832875574e-08	0.6062959173632886	88.90743434905526
0.002639897996955213	3.259133329574337e-05	1.6443843832875574e-08	0.605613336768112	88.88035638335516
0.0028593018398391052	3.2865538388955235e-05	1.6443843832875574e-08	0.6047816804173813	88.65658218743327
0.003096940495707347	3.2599373639024706e-05	1.6443843832875574e-08	0.604845348726385	88.50186953995104
0.003354329473131718	3.256630556438561e-05	1.6443843832875574e-08	0.6043948095535265	88.31724054784331
0.0036331102357038472	3.273072284417881e-05	1.6443843832875574e-08	0.6040820229035491	88.1622966681607
0.0039350606702485205	3.3067736724777484e-05	1.6443843832875574e-08	0.6041089324848693	88.0482082526645
0.00426210642505783	3.303958469037077e-05	1.6443843832875574e-08	0.6038168681283168	88.01353803800275
0.00461633319045421	3.273995170534901e-05	1.6443843832875574e-08	0.6042947743645365	87.98999882152091
0.004999999999999999	3.311258278145695e-05	1.6443843832875574e-08	0.6040688456211198	87.95402691042014
