maxNodeL (m)	nodeL (m)	Ithr (A)	CV (m/s)	dV (mV)
0.00016297508346206434	0.00016129032258064516	1.731347018942188e-08	0.5023544500418486	88.70306090809738
0.00015556761439304722	0.00015151515151515152	1.6997242423405043e-08	0.5122370481183105	88.63037609278184
0.0001484968262254465	0.00014285714285714287	1.6681014657388203e-08	0.5203578286841242	88.46795996151096
0.00014174741629268049	0.00013513513513513514	1.6443843832875574e-08	0.5277193181599933	88.34065047450758
0.00013530477745798074	0.00013513513513513514	1.6443843832875574e-08	0.5277061267006775	88.30930677617593
0.0001291549665014884	0.0001282051282051282	1.6285729949867155e-08	0.5337482427039665	88.11475933927882
0.0001232846739442066	0.00012195121951219512	1.6048559125354525e-08	0.5395293016826044	87.91332051857496
0.0001176811952434999	0.00011627906976744187	1.5969502183850315e-08	0.5441925941729137	87.70303720527099
0.00011233240329780277	0.00011111111111111112	1.5811388300841896e-08	0.5486934372818959	87.49416062092084
0.00010722672220103231	0.00010638297872340425	1.5732331359337688e-08	0.5526757077872583	87.29936285826416
0.00010235310218990269	0.00010204081632653062	1.5613745947081374e-08	0.5562875891149246	87.11483003757016
9.770099572992247e-05	9.433962264150943e-05	1.5574217476329266e-08	0.5625618143199814	86.80939817959236
9.326033468832199e-05	9.090909090909092e-05	1.549516053482506e-08	0.5653224471977606	86.65997450369524
8.902150854450393e-05	8.771929824561404e-05	1.5455632064072955e-08	0.567904327532832	86.54402663730436
8.497534359086438e-05	8.474576271186441e-05	1.541610359332085e-08	0.570258498945445	86.4786834635444
8.111308307896872e-05	7.936507936507937e-05	1.541610359332085e-08	0.5744946621706035	86.46864517752994
7.742636826811278e-05	7.692307692307693e-05	1.541610359332085e-08	0.576397916795698	86.51107351098531
7.390722033525775e-05	7.246376811594203e-05	1.541610359332085e-08	0.5797807323045581	86.71250586826937
7.054802310718646e-05	7.042253521126761e-05	1.541610359332085e-08	0.5811097090140614	86.82199305854635
6.734150657750829e-05	6.666666666666667e-05	1.5455632064072955e-08	0.5840462578763916	87.04351661373035
6.428073117284319e-05	6.329113924050633e-05	1.549516053482506e-08	0.5863793045776322	87.23169414056618
6.135907273413175e-05	6.024096385542169e-05	1.5574217476329266e-08	0.5885247077414667	87.3856455951803
5.8570208180566735e-05	5.747126436781609e-05	1.5574217476329266e-08	0.590349085041696	87.50278730337763
5.590810182512223e-05	5.4945054945054945e-05	1.5653274417833477e-08	0.5920011153122261	87.57655657100655
5.3366992312063123e-05	5.2631578947368424e-05	1.5732331359337688e-08	0.5935536379391033	87.65346524032627
5.0941380148163855e-05	5.0505050505050505e-05	1.5771859830089792e-08	0.5949463834372579	87.69797048942661
4.8626015800653536e-05	4.854368932038835e-05	1.5811388300841896e-08	0.5958833491681904	87.73307484666289
4.641588833612782e-05	4.587155963302752e-05	1.5969502183850315e-08	0.5974741162806471	87.77628898646881
4.430621457583878e-05	4.424778761061947e-05	1.5969502183850315e-08	0.5984746970398234	87.80089730547323
4.229242874389499e-05	4.201680672268908e-05	1.6048559125354525e-08	0.5997728222687536	87.8364241279138
4.037017258596558e-05	4e-05	1.6127616066858733e-08	0.6010114685186881	87.85176173891634
3.8535285937105275e-05	3.816793893129771e-05	1.6285729949867155e-08	0.6017474946125568	87.88660622453915
3.678379771828634e-05	3.649635036496351e-05	1.6285729949867155e-08	0.6025972317665869	87.912786366282
3.511191734215135e-05	3.4965034965034965e-05	1.6364786891371363e-08	0.6030627570181503	87.94310168448257
3.351602650938841e-05	3.3112582781456954e-05	1.6443843832875574e-08	0.6040688456251583	87.95242800319028
3.199267137797385e-05	3.184713375796179e-05	1.6443843832875574e-08	0.6044418514925035	87.96890642971064
3.053855508833412e-05	3.0303030303030302e-05	1.6601957715883992e-08	0.6054405524214416	87.98899983555512
2.9150530628251757e-05	2.8901734104046242e-05	1.6601957715883992e-08	0.606036761307695	88.00288578665726
2.782559402207126e-05	2.7624309392265193e-05	1.6601957715883992e-08	0.6061760705801443	88.00523397150744
2.656087782946684e-05	2.6455026455026456e-05	1.6681014657388203e-08	0.6063092194862261	88.00737083204447
2.5353644939701114e-05	2.5125628140703518e-05	1.6760071598892414e-08	0.6069095080039327	88.03251183359377
2.4201282647943835e-05	2.4154589371980676e-05	1.6760071598892414e-08	0.6074388472957091	88.04590140531437
2.310129700083158e-05	2.304147465437788e-05	1.6760071598892414e-08	0.6079852918442756	88.03834710364526
2.2051307399030455e-05	2.2026431718061676e-05	1.6918185481900833e-08	0.6079290768784439	88.05150034116396
2.104904144512022e-05	2.092050209205021e-05	1.6918185481900833e-08	0.6082285200079145	88.07707585335284
2.0092330025650458e-05	2.0080321285140562e-05	1.6918185481900833e-08	0.6087731317042875	88.07149001382297
1.917910261672489e-05	1.9157088122605363e-05	1.6918185481900833e-08	0.6090272022427354	88.08385065809341
1.8307382802953696e-05	1.8181818181818182e-05	1.6918185481900833e-08	0.6092431429774278	88.09007156850026
1.747528400007683e-05	1.7421602787456446e-05	1.6997242423405043e-08	0.6096678787753201	88.07700379204056
1.6681005372000593e-05	1.6611295681063124e-05	1.6997242423405043e-08	0.6095502722413406	88.09959697071204
