fiberL (m)	nodeL (m)	Ithr (A)	CV (m/s)	dV (mV)
0.0001	1.4285714285714287e-05	5.28693296309401e-10	6.780217656744352	90.37819135675521
0.0001083110727436041	1.5473010391943442e-05	5.583396493734795e-10	5.522243597265426	91.01188082477056
0.00011731288478870299	1.6758983541243283e-05	5.879860024375581e-10	3.965124644711765	92.05886089491686
0.00012706284398111256	1.4118093775679173e-05	6.201028849236433e-10	3.975572570539884	92.0260684078101
0.000137623129374475	1.529145881938611e-05	6.472787085657151e-10	2.7241475557002746	94.2644077110188
0.00014906108776881216	1.6562343085423574e-05	6.670429439417676e-10	1.9008526806991113	95.44089237083672
0.0001614496632056857	1.467724210960779e-05	6.966892970058462e-10	1.871629877518868	97.44309601904699
0.00017486786215901404	1.5897078378092184e-05	7.090419441158789e-10	1.3587459272790021	99.29384396837261
0.00018940125738823506	1.7218296126203186e-05	7.213945912259116e-10	0.9846101315664282	99.67365670641333
0.0002051425336670721	1.5780194897467083e-05	7.386882971799574e-10	0.37493051593168664	96.81010339275221
0.00022219207886821498	1.7091698374478076e-05	7.460998854459771e-10	0.3052620240957655	95.75454479345262
0.0002406586241734785	1.60439082782319e-05	7.584525325560098e-10	0.2999271318924724	96.1155234561528
0.0002606599374922931	1.7377329166152875e-05	7.584525325560098e-10	0.2749919089914154	95.05567011396457
0.00028232357451071056	1.6607269088865328e-05	7.658641208220295e-10	0.2486743253900737	93.73531505984755
0.00030578769216063937	1.6094089061086284e-05	7.708051796660426e-10	0.24728231983609103	93.39700880425212
0.00033120192969709827	1.5771520461766585e-05	7.757462385100556e-10	0.2457112126738479	92.63170485683433
0.0003587283630024446	1.7082303000116412e-05	7.708051796660426e-10	0.23734782718502914	92.10259943506023
0.00038854253820351796	1.6893153834935563e-05	7.757462385100556e-10	0.2372133123152536	91.69398810975414
0.0004208345911934581	1.6833383647738323e-05	7.757462385100556e-10	0.2290453271511082	91.12644694534742
0.0004558104601977953	1.6881868896214642e-05	7.757462385100556e-10	0.2290384635079631	90.82873611811132
0.0004936931991177906	1.702390341785485e-05	7.757462385100556e-10	0.22373181633155215	90.27534493445751
0.0005347244000266965	1.7249174194409565e-05	7.757462385100556e-10	0.2233368117413686	90.08075204392892
0.0005791657338907159	1.6547592396877594e-05	7.757462385100556e-10	0.22305234033447982	89.77959787910392
0.0006273006193404024	1.6954070792983848e-05	7.757462385100556e-10	0.221164287821231	89.29598485847518
0.0006794360301348616	1.6571610491094185e-05	7.757462385100556e-10	0.22032120434025024	89.26787005990454
0.0007359044528456266	1.7114057042921546e-05	7.757462385100556e-10	0.2195257115408147	89.18418739744206
0.0007970660072450482	1.695885121797975e-05	7.757462385100556e-10	0.21906407269986433	89.11050803407323
0.000863310742921725	1.6927661625916176e-05	7.757462385100556e-10	0.21901289064783766	88.85231955634478
0.0009350611267692985	1.7001111395805427e-05	7.757462385100556e-10	0.21879968249774212	88.60450466015956
0.001012774737212259	1.7165673512072186e-05	7.757462385100556e-10	0.2182902214482323	88.55705377004165
0.0010969471823508163	1.7411860037314545e-05	7.708051796660426e-10	0.2181927048266357	88.42815484400157
0.0011881152606349069	1.7219061748331985e-05	7.757462385100556e-10	0.2181529099664017	88.18667039826211
0.0012868603842241368	1.7158138456321824e-05	7.757462385100556e-10	0.2181032448758355	88.00202432229463
0.0013938122868656264	1.72075590971065e-05	7.757462385100556e-10	0.2180124255086832	87.87204358013113
0.0015096530399363222	1.735233379237152e-05	7.708051796660426e-10	0.21787390213871455	87.82995022363644
0.0016351214022614605	1.7211804234331164e-05	7.757462385100556e-10	0.21791257592483615	87.79706526872039
0.0017710175314496499	1.7194344965530583e-05	7.757462385100556e-10	0.2179634075749681	87.77527729203376
0.001918208086790412	1.7281153935048755e-05	7.757462385100556e-10	0.21802764252412724	87.74779906159739
0.0020776317562572594	1.71705103822914e-05	7.757462385100556e-10	0.2179490836121321	87.73956544767435
0.002250305242864022	1.717790261728261e-05	7.757462385100556e-10	0.21788783022278693	87.72765700170447
0.002437329748551585	1.7286026585472234e-05	7.757462385100556e-10	0.21787976086905347	87.72707749729094
0.002639897996955213	1.7254235274217078e-05	7.757462385100556e-10	0.21788002336541257	87.72516809122266
0.0028593018398391052	1.7329102059630942e-05	7.757462385100556e-10	0.2178990970151626	87.7247828420181
0.003096940495707347	1.7301343551437694e-05	7.757462385100556e-10	0.21785632277530517	87.7245980199653
0.003354329473131718	1.7379945456641024e-05	7.708051796660426e-10	0.21781794456043096	87.7209905812363
0.0036331102357038472	1.73833025631763e-05	7.708051796660426e-10	0.21781150083240192	87.72052493586996
0.0039350606702485205	1.733506903193181e-05	7.757462385100556e-10	0.21783552372581985	87.722258215903
0.00426210642505783	1.739635275533808e-05	7.708051796660426e-10	0.21779484605505067	87.71874832475122
0.00461633319045421	1.7289637417431496e-05	7.757462385100556e-10	0.21783006329219443	87.72084428064056
0.004999999999999999	1.7301038062283735e-05	7.757462385100556e-10	0.21784583573405847	87.722412273712
