PRF (Hz)	FR
99.0	99.00001935274888
108.75557305676821	108.7560852936485
119.4724714232935	119.47267715388946
131.24542519342077	131.2460642427957
144.17849927262313	144.178133559853
158.38601324099974	158.3859961355201
173.99355186062442	173.993773065753
191.1390751594418	191.14161120770595
209.97413790409894	209.9749595769492
230.66522924102168	230.66595200010758
253.3952443472539	253.3944483379645
278.3651010994487	278.36334758189065
305.7955160512705	305.78662615454624
335.92895541763744	335.92415395108964
369.03177831117904	369.01147982242406
405.3965911756621	405.36989735098683
445.3448342279752	445.29406641206396
489.2296227710597	489.1272566937286
537.4388684930618	537.2860371927974
590.3987083428699	590.1476926187217
648.5772712909551	648.1739231289101
712.4888162711402	711.9087262103156
782.6982778798621	781.7709085686241
859.8262600138389	858.4422999311754
944.5545215864939	942.4851958742233
1037.6320028131388	1034.4334685633746
1139.881445333183	1134.9629352509914
1252.2066646867422	1244.981152603291
1375.6005394294068	1364.3502709074835
1511.1537875034803	1493.9648901476683
1660.0646074428973	1631.292384751607
1823.6492696334483	1580.8773491682903
2003.353751247905	1281.6150894660911
2200.7665177009326	1192.506828369175
2417.6325636031643	1179.2828706152366
2655.8688373269288	1288.1957796886763
2917.58118552629	1404.9229741092124
3205.082967389468	1512.7537170372545
3520.9155031608952	1267.5032566841476
3867.8705376840685	1200.9766454406351
4249.014917527488	1218.2165052231192
4667.717699822818	968.9509921218448
5127.679932438898	nan
5632.967368728113	783.8263191897297
6188.0464060212325	nan
6797.823565542564	nan
7467.688862721073	nan
8203.563451261369	nan
9011.951962116069	nan
9900.000000000005	nan
