tstim (s)	A (Pa)
1e-05	nan
1.8329807108324375e-05	nan
3.359818286283781e-05	224999.99999999988
6.158482110660267e-05	133007.81249999994
0.00011288378916846884	108105.46874999994
0.00020691380811147902	97998.04687499994
0.000379269019073225	90820.31249999994
0.0006951927961775605	88110.35156249994
0.0012742749857031334	87231.44531249994
0.002335721469090121	86938.47656249994
0.004281332398719391	86865.23437499994
0.007847599703514606	86865.23437499994
0.01438449888287663	86865.23437499994
0.026366508987303583	86865.23437499994
0.04832930238571752	86865.23437499994
0.08858667904100823	86865.23437499994
0.1623776739188721	86865.23437499994
0.2976351441631319	86865.23437499994
0.5455594781168515	86865.23437499994
1.0	86865.23437499994
