PRF (Hz)	FR
60.46280191153489	60.462772615405406
77.0462360413925	77.0461447190631
98.17809133012574	98.1782396531932
125.10588592605697	125.10588512724813
159.41930099980408	159.4187826418132
203.14402750232887	203.146805940469
258.8613527412073	258.8615135726098
329.86054656339576	329.8502553935927
420.3330432560989	420.2944479834839
535.61988268572	535.4682595585674
682.5270183516599	682.058170418074
869.7271065520646	868.219901487593
1108.2714962672596	1104.0500923222494
1412.2426450611526	1400.2511880136244
1799.5854763446575	1731.6362330669674
2293.166757140655	1260.9251851040585
2922.125036670309	1409.214131375718
3723.5908393258264	1286.757922057592
4744.878663546236	nan
6046.280191153489	nan
