tstim (s)	A (Pa)
1e-05	nan
1.8329807108324375e-05	nan
3.359818286283781e-05	nan
6.158482110660267e-05	nan
0.00011288378916846884	nan
0.00020691380811147902	nan
0.000379269019073225	nan
0.0006951927961775605	nan
0.0012742749857031334	329882.81249999977
0.002335721469090121	90454.10156249994
0.004281332398719391	45849.60937499997
0.007847599703514606	34057.617187499985
0.01438449888287663	30395.507812499985
0.026366508987303583	28198.242187499985
0.04832930238571752	26733.398437499985
0.08858667904100823	26000.976562499985
0.1623776739188721	25781.249999999985
0.2976351441631319	25708.007812499985
0.5455594781168515	25634.765624999985
1.0	25634.765624999985
