tstim (s)	A (Pa)
1e-05	nan
1.8329807108324375e-05	nan
3.359818286283781e-05	575537.1093749998
6.158482110660267e-05	241918.94531249988
0.00011288378916846884	147802.73437499994
0.00020691380811147902	115209.96093749994
0.000379269019073225	101147.46093749994
0.0006951927961775605	94116.21093749994
0.0012742749857031334	90893.55468749994
0.002335721469090121	89575.19531249994
0.004281332398719391	89062.49999999994
0.007847599703514606	88916.01562499994
0.01438449888287663	88842.77343749994
0.026366508987303583	88769.53124999994
0.04832930238571752	88769.53124999994
0.08858667904100823	88769.53124999994
0.1623776739188721	88769.53124999994
0.2976351441631319	88769.53124999994
0.5455594781168515	88769.53124999994
1.0	88769.53124999994
