gamma1 (-)	gamma2 (-)	rmse (mV)
0.0	0.0	1.8103757960272985e-05
0.0	0.08421052631578947	0.0033329258684996073
0.0	0.16842105263157894	0.006222418763181545
0.0	0.25263157894736843	0.008693984948495829
0.0	0.3368421052631579	0.010742941671770095
0.0	0.42105263157894735	0.012326108221125244
0.0	0.5052631578947369	0.013340441452594831
0.0	0.5894736842105263	0.015505506037932196
0.0	0.6736842105263158	0.11484558210355325
0.0	0.7578947368421053	3.3690834802003597
0.0	0.8421052631578947	1.5005360222134658
0.0	0.9263157894736842	2.846760835631608
0.0	1.0105263157894735	1.9083858424566411
0.0	1.0947368421052632	3.048715995147758
0.0	1.1789473684210523	1.2445292163800057
0.0	1.263157894736842	0.7824479342140482
0.0	1.3473684210526315	0.7547033611000411
0.0	1.431578947368421	0.7821622381803783
0.0	1.5157894736842106	0.832964619330862
0.0	1.6	0.9091110864633524
0.08421052631578947	0.0	0.0033329258684996073
0.08421052631578947	0.08421052631578947	0.002384866612778415
0.08421052631578947	0.16842105263157894	0.005119820499278207
0.08421052631578947	0.25263157894736843	0.00755637205975251
0.08421052631578947	0.3368421052631579	0.009593507338370331
0.08421052631578947	0.42105263157894735	0.011168132797412626
0.08421052631578947	0.5052631578947369	0.012169230912063223
0.08421052631578947	0.5894736842105263	0.014498786024878403
0.08421052631578947	0.6736842105263158	0.11554260718197568
0.08421052631578947	0.7578947368421053	3.3429676714008854
0.08421052631578947	0.8421052631578947	1.4932441968018026
0.08421052631578947	0.9263157894736842	2.856608746777989
0.08421052631578947	1.0105263157894735	1.9114476070061919
0.08421052631578947	1.0947368421052632	3.1542240306947904
0.08421052631578947	1.1789473684210523	1.2410640915423086
0.08421052631578947	1.263157894736842	0.7856380928117651
0.08421052631578947	1.3473684210526315	0.7574795109804962
0.08421052631578947	1.431578947368421	0.7843055910170404
0.08421052631578947	1.5157894736842106	0.834242274011064
0.08421052631578947	1.6	0.9094057510080652
0.16842105263157894	0.0	0.006222418763181545
0.16842105263157894	0.08421052631578947	0.005119820499278207
0.16842105263157894	0.16842105263157894	0.004491895814440199
0.16842105263157894	0.25263157894736843	0.006778486073251303
0.16842105263157894	0.3368421052631579	0.008759254302113795
