tstim (s)	A (Pa)
1e-05	nan
1.8329807108324375e-05	nan
3.359818286283781e-05	nan
6.158482110660267e-05	nan
0.00011288378916846884	nan
0.00020691380811147902	nan
0.000379269019073225	nan
0.0006951927961775605	520678.71093749977
0.0012742749857031334	121508.78906249994
0.002335721469090121	50976.56249999997
0.004281332398719391	35009.765624999985
0.007847599703514606	31127.929687499985
0.01438449888287663	29516.601562499985
0.026366508987303583	27246.093749999985
0.04832930238571752	26074.218749999985
0.08858667904100823	25561.523437499985
0.1623776739188721	25341.796874999985
0.2976351441631319	25268.554687499985
0.5455594781168515	25268.554687499985
1.0	25268.554687499985
