PRF (Hz)	FR
60.46280191153489	60.462772615405406
66.42087545966507	66.42085165496448
72.96606437927385	72.96603965382893
80.15622368954516	80.15621546070065
88.05490950932312	88.05477607035935
96.73194084998293	96.7320588180028
106.26401676801315	106.26401763183382
116.73539433251821	116.73539617292747
128.2386334004125	128.23842475168783
140.875414782613	140.87498622717624
154.75743903326264	154.75683830143828
170.0074138066703	170.00769561646584
186.76013850953098	186.7622905825048
205.16369583601474	205.16374811843204
225.38076071808348	225.38013637972261
247.59003826126806	247.58898422901746
271.9878433762767	271.98651306464046
298.78983606930814	298.7854100151874
328.23292772985315	328.2198490977697
360.5773752662726	360.5627936388081
396.1090815998875	396.06835212240804
435.14212285238335	435.1062026550382
478.0215245651476	477.93802599395326
525.1263114904305	524.98075842247
576.8728579124123	576.637521280931
633.7185681127273	633.3669699798435
696.1659195132758	695.6123506622002
764.7669042349326	763.8956797321129
840.1279083325325	838.8423561924534
922.915071835239	920.9538908627671
1013.8601769714119	1010.9685620878643
1113.767116625884	1109.422098763998
1223.5190002063875	1217.1032406251995
1344.085959730202	1334.377784788806
1476.533725131458	1461.7061588185943
1622.0330445890554	1598.5932715324748
1781.870033144417	1734.0543357298359
1957.4575410838765	1442.6894730973302
2150.3476425744398	1131.4630340301135
2362.2453549439765	1165.6769286782478
2595.0237098749635	1262.4434347195154
2850.74030973083	1378.5584057527635
3131.655515361675	1490.0179619023772
3440.252426157047	1287.488040153352
3779.2588289560304	1294.9308891131714
4151.671309827921	nan
4560.781741855346	nan
5010.206383053777	nan
5503.917841633251	nan
6046.280191153489	nan
