tau_m (s)	tau_ax (s)	rmse (mV)
1e-07	1e-07	13.997971574933246
1e-07	1.832980710832437e-07	13.997919819758296
1e-07	3.359818286283781e-07	13.997852554728956
1e-07	6.158482110660267e-07	13.99778294654742
1e-07	1.1288378916846883e-06	13.99772448678666
1e-07	2.06913808111479e-06	13.997682884973294
1e-07	3.792690190732254e-06	13.997655650560432
1e-07	6.951927961775606e-06	13.997640289061644
1e-07	1.274274985703132e-05	13.997630498365776
1e-07	2.335721469090121e-05	13.997625511956368
1e-07	4.281332398719396e-05	13.997623127070836
1e-07	7.847599703514605e-05	13.997621257665088
1e-07	0.0001438449888287663	13.997721588387947
1e-07	0.00026366508987303583	14.033214670721705
1e-07	0.00048329302385717517	13.99790934352035
1e-07	0.0008858667904100822	13.99795328382702
1e-07	0.001623776739188721	13.999061626524078
1e-07	0.002976351441631319	13.997992695846596
1e-07	0.005455594781168515	13.998000559304815
1e-07	0.01	13.99800487232004
1.832980710832437e-07	1e-07	13.993686960817973
1.832980710832437e-07	1.832980710832437e-07	13.993595722489907
1.832980710832437e-07	3.359818286283781e-07	13.993442236962625
1.832980710832437e-07	6.158482110660267e-07	13.993236053881528
1.832980710832437e-07	1.1288378916846883e-06	13.993019566858528
1.832980710832437e-07	2.06913808111479e-06	13.992836059834266
1.832980710832437e-07	3.792690190732254e-06	13.992703981382933
1.832980710832437e-07	6.951927961775606e-06	13.992619327215571
1.832980710832437e-07	1.274274985703132e-05	13.992568795023718
1.832980710832437e-07	2.335721469090121e-05	13.992539188330321
1.832980710832437e-07	4.281332398719396e-05	13.992523056983707
1.832980710832437e-07	7.847599703514605e-05	13.99251438346716
1.832980710832437e-07	0.0001438449888287663	13.992752121267962
1.832980710832437e-07	0.00026366508987303583	14.027835962474176
1.832980710832437e-07	0.00048329302385717517	13.993133816885376
1.832980710832437e-07	0.0008858667904100822	13.99321624088526
1.832980710832437e-07	0.001623776739188721	13.994330468656207
1.832980710832437e-07	0.002976351441631319	13.993288559308159
1.832980710832437e-07	0.005455594781168515	13.993302790864284
1.832980710832437e-07	0.01	13.993310554030193
3.359818286283781e-07	1e-07	13.97993544104395
3.359818286283781e-07	1.832980710832437e-07	13.979802344439303
3.359818286283781e-07	3.359818286283781e-07	13.979524806111089
3.359818286283781e-07	6.158482110660267e-07	13.979045424840493
3.359818286283781e-07	1.1288378916846883e-06	13.978391651963687
3.359818286283781e-07	2.06913808111479e-06	13.977697545144089
3.359818286283781e-07	3.792690190732254e-06	13.977106117348615
3.359818286283781e-07	6.951927961775606e-06	13.976681321378779
3.359818286283781e-07	1.274274985703132e-05	13.976407117790178
