tstim (s)	A (Pa)
1e-05	nan
1.8329807108324375e-05	nan
3.359818286283781e-05	471972.65624999977
6.158482110660267e-05	179516.60156249988
0.00011288378916846884	120483.39843749994
0.00020691380811147902	104223.63281249994
0.000379269019073225	95581.05468749994
0.0006951927961775605	91186.52343749994
0.0012742749857031334	89648.43749999994
0.002335721469090121	89135.74218749994
0.004281332398719391	88989.25781249994
0.007847599703514606	88989.25781249994
0.01438449888287663	88989.25781249994
0.026366508987303583	88989.25781249994
0.04832930238571752	88989.25781249994
0.08858667904100823	88989.25781249994
0.1623776739188721	88989.25781249994
0.2976351441631319	88989.25781249994
0.5455594781168515	88989.25781249994
1.0	88989.25781249994
