tstim (s)	A (Pa)
1e-05	nan
1.8329807108324375e-05	nan
3.359818286283781e-05	376684.57031249977
6.158482110660267e-05	163623.04687499988
0.00011288378916846884	116528.32031249994
0.00020691380811147902	102758.78906249994
0.000379269019073225	94116.21093749994
0.0006951927961775605	90307.61718749994
0.0012742749857031334	88916.01562499994
0.002335721469090121	88549.80468749994
0.004281332398719391	88403.32031249994
0.007847599703514606	88330.07812499994
0.01438449888287663	88330.07812499994
0.026366508987303583	88330.07812499994
0.04832930238571752	88330.07812499994
0.08858667904100823	88330.07812499994
0.1623776739188721	88330.07812499994
0.2976351441631319	88330.07812499994
0.5455594781168515	88330.07812499994
1.0	88330.07812499994
