PRF (Hz)	FR
100.85803234925201	100.8580456905161
110.7966980355654	110.79682737599803
121.71473118844068	121.71489316842985
133.70863979645833	133.7088296848002
146.88444185560442	146.88549506303514
161.3586024962608	161.36072181307367
177.25906345575865	177.25892884241313
194.72637399633436	194.72581328194826
213.91493326502933	213.91274102246774
234.99435507715765	234.99259679378397
258.15096718709054	258.15225584065774
283.58945829889916	283.58216506592294
311.53468737530574	311.5295417296679
342.2336712380054	342.2318068263414
375.95776802839305	375.94358322379594
413.00507582900445	412.9649230979912
453.7030676478527	453.65413534552584
498.41148605713056	498.30610710567026
547.5255230729163	547.3480526514405
601.479313383856	601.2115358018829
660.7497718065944	660.3268012312789
725.860808888434	725.1942874269696
797.3879619203132	796.3771102206637
875.9634822950726	874.372432061826
962.2819241798273	960.1075259881808
1057.1062839024926	1053.7501407020163
1161.2747443204682	1156.0925811861662
1275.7080837871172	1268.0129908285553
1401.4178152062595	1390.0754279243988
1539.5151271183934	1521.6324256691128
1691.2207058517592	1661.6894193315684
1857.875525559398	1608.3057439803206
2040.952701518754	1370.823432124519
2242.0705114690068	1231.9472795221332
2463.0067000857894	1202.0099373291196
2705.7141930352536	1315.2657430274585
2972.3383595088894	1431.4605559806487
3265.235975828321	1534.905345436138
3586.9960577453035	1172.1010206322844
3940.4627455803957	1250.2795959817877
4328.760444489318	608.402716434099
4755.321442079866	1004.7775222955854
5223.916247500339	736.2029283953958
5738.686920176377	804.4676128449973
6304.183682799628	nan
6925.405142202027	nan
7607.842473641132	nan
8357.52795905517	nan
9181.088308333416	nan
10085.803234925212	nan
