PRF (Hz)	FR
10.0	9.999945996495676
10.58191855641654	10.58185586696157
11.197700033463263	11.197739452524656
11.8493149773291	11.849231729975223
12.538848603942316	12.538752071085666
13.268507471815482	13.26841124085363
14.040626543195568	14.040522923670204
14.857676656115578	14.857682426604024
15.722272431258618	15.722278911159966
16.637180638937174	16.637185178885755
17.60532905296232	17.605338362998413
18.629815819736116	18.629809204439532
19.71391937254879	19.71388346501177
20.861108922807354	20.861344866812534
22.075055561768178	22.075198967604397
23.35964400830007	23.359679372681146
24.71898504027148	24.719342284739643
26.15742864934316	26.158597618568866
27.6795779612626	27.68102673465128
29.29030396620628	29.29232777016969
30.994761106307905	30.996726453259985
32.79840377025373	32.800683669414745
34.707003747729004	34.71001270526838
36.72666869957118	36.731511379954064
38.86386170273547	38.870130630908314
41.12542193261825	41.13400291263314
43.51858654892326	43.53123522854847
46.051013855107	46.065872981655566
48.73080780551519	48.75140853497826
51.566543938634915	51.593963280665264
54.56729681945093	54.60028985710327
57.74266907872367	57.78443974346468
61.10282214211655	61.15127563062251
64.65850874750825	64.71484593416437
68.42110735454783	68.48949127319327
72.40265855656575	72.48320704847819
76.61590361136138	76.71405121803781
81.0743252141686	81.19209513312806
85.79219064327594	85.92077119158621
90.78459741637067	90.9444898296932
96.06752160370978	96.24199351663005
101.65786895272433	101.8569177043404
107.57352898765937	107.82065196469978
113.83343225737246	114.17069728237306
120.45761091448753	121.16468184224095
127.46726281976184	146.44083348937158
134.88481937680612	157.86847121187193
142.73401731423183	159.47715268824186
151.0399746449349	155.05142482855857
159.82927104559192	151.948039854219
