tau_m (s)	tau_ax (s)	rmse (mV)
1e-07	1e-07	13.056560804772367
1e-07	1.832980710832437e-07	13.034980280492418
1e-07	3.359818286283781e-07	13.005797769106607
1e-07	6.158482110660267e-07	12.975583274466533
1e-07	1.1288378916846883e-06	12.950567227252176
1e-07	2.06913808111479e-06	12.932958720549795
1e-07	3.792690190732254e-06	12.921809953744953
1e-07	6.951927961775606e-06	12.919361083476927
1e-07	1.274274985703132e-05	12.917883047885047
1e-07	2.335721469090121e-05	12.9171298219545
1e-07	4.281332398719396e-05	12.916694139161367
1e-07	7.847599703514605e-05	12.91645044217702
1e-07	0.0001438449888287663	12.916318121477303
1e-07	0.00026366508987303583	12.91624638900653
1e-07	0.00048329302385717517	12.916207063613069
1e-07	0.0008858667904100822	12.91618560484869
1e-07	0.001623776739188721	12.916175108791235
1e-07	0.002976351441631319	12.916167523076133
1e-07	0.005455594781168515	12.916164040061304
1e-07	0.01	12.916162139702985
1.832980710832437e-07	1e-07	11.471830985451234
1.832980710832437e-07	1.832980710832437e-07	11.436789872336542
1.832980710832437e-07	3.359818286283781e-07	11.37607396439162
1.832980710832437e-07	6.158482110660267e-07	11.297587156338075
1.832980710832437e-07	1.1288378916846883e-06	11.220326721437194
1.832980710832437e-07	2.06913808111479e-06	11.159118819880414
1.832980710832437e-07	3.792690190732254e-06	11.11741275893111
1.832980710832437e-07	6.951927961775606e-06	11.09750941510096
1.832980710832437e-07	1.274274985703132e-05	11.085648070810123
1.832980710832437e-07	2.335721469090121e-05	11.078994694152458
1.832980710832437e-07	4.281332398719396e-05	11.075249832265069
1.832980710832437e-07	7.847599703514605e-05	11.073174993376362
1.832980710832437e-07	0.0001438449888287663	11.072035450765721
1.832980710832437e-07	0.00026366508987303583	11.071413088819833
1.832980710832437e-07	0.00048329302385717517	11.071072343637324
1.832980710832437e-07	0.0008858667904100822	11.070886240903793
1.832980710832437e-07	0.001623776739188721	11.070785582266627
1.832980710832437e-07	0.002976351441631319	11.070729231006556
1.832980710832437e-07	0.005455594781168515	11.070698982274127
