tstim (s)	A (Pa)
1e-05	nan
1.8329807108324375e-05	395361.32812499977
3.359818286283781e-05	176879.88281249988
6.158482110660267e-05	120776.36718749994
0.00011288378916846884	104443.35937499994
0.00020691380811147902	94555.66406249994
0.000379269019073225	88916.01562499994
0.0006951927961775605	86938.47656249994
0.0012742749857031334	86279.29687499994
0.002335721469090121	86059.57031249994
0.004281332398719391	86059.57031249994
0.007847599703514606	85986.32812499994
0.01438449888287663	85986.32812499994
0.026366508987303583	85986.32812499994
0.04832930238571752	85986.32812499994
0.08858667904100823	85986.32812499994
0.1623776739188721	85986.32812499994
0.2976351441631319	85986.32812499994
0.5455594781168515	85986.32812499994
1.0	85986.32812499994
