tstim (s)	A (Pa)
1e-05	nan
1.8329807108324375e-05	569531.2499999998
3.359818286283781e-05	221411.13281249988
6.158482110660267e-05	134765.62499999994
0.00011288378916846884	108764.64843749994
0.00020691380811147902	97851.56249999994
0.000379269019073225	90527.34374999994
0.0006951927961775605	87670.89843749994
0.0012742749857031334	86791.99218749994
0.002335721469090121	86499.02343749994
0.004281332398719391	86425.78124999994
0.007847599703514606	86425.78124999994
0.01438449888287663	86352.53906249994
0.026366508987303583	86352.53906249994
0.04832930238571752	86352.53906249994
0.08858667904100823	86352.53906249994
0.1623776739188721	86352.53906249994
0.2976351441631319	86352.53906249994
0.5455594781168515	86352.53906249994
1.0	86352.53906249994
