PRF (Hz)	FR
10.0	20.97552177335355
10.4789817887331	21.97343637795851
10.980905932859995	23.01833709328869
11.506871329423115	24.112847023759233
12.058029510631986	25.25879287833707
12.635587164991888	26.4587504758412
13.240808779189969	27.715448724128546
13.875019406522904	29.031159711837386
14.539607567927186	30.408700003359183
15.236028291963494	31.850725976755022
15.965806300410781	33.360919882139285
16.730539346444477	34.9418764456778
17.531901712707427	36.59661554900143
18.371647876931977	38.32894083768201
19.25161635313873	40.14236091292634
20.173733716821708	42.04039545834014
21.14001882293256	44.02660807217975
22.152587225898525	46.105121312308064
23.213655811351217	48.281038025233315
24.325547649706767	50.5576339999118
25.490697082223647	52.94072740830788
26.711655050673357	55.4333453058048
27.99109468229268	58.0423212154364
29.33181714224489	60.77006582088879
30.736757766403358	63.62501379007646
32.208992487884146	66.61090908310942
33.75174457139792	69.73451021622041
35.36839167016501	72.99926455656637
37.062473220843856	76.41782407878175
38.8376981926631	79.98824069053673
40.697953207722904	83.72494231375089
42.64731105024402	87.63004681616083
44.690039583394295	91.71185962662739
46.83061109321502	95.9805515152058
49.07371208010425	100.44115294160217
51.424253519294396	105.09694731427396
53.887381612788005	109.97358710060507
56.46848905629164	115.05586260145289
59.17322684581545	120.37401211565029
62.00751664978726	125.92183002132536
64.97756377376852	131.71433373093686
68.0898707461564	137.76400437918204
71.35125155461635	144.08171478304052
74.7688465644139	149.48251878842163
78.35013815130732	156.6353680926351
82.10296708322718	164.24652285403752
86.03554968660909	172.9400241494815
90.15649583496183	173.64252756676802
94.47482779905566	153.842239793334
99.0	149.9041274375998
