tstim (s)	A (Pa)
1e-05	276342.7734374999
1.8329807108324375e-05	145312.49999999994
3.359818286283781e-05	114550.78124999994
6.158482110660267e-05	104663.08593749994
0.00011288378916846884	99243.16406249994
0.00020691380811147902	90820.31249999994
0.000379269019073225	87451.17187499994
0.0006951927961775605	86206.05468749994
0.0012742749857031334	85839.84374999994
0.002335721469090121	85693.35937499994
0.004281332398719391	85693.35937499994
0.007847599703514606	85693.35937499994
0.01438449888287663	85693.35937499994
0.026366508987303583	85693.35937499994
0.04832930238571752	85693.35937499994
0.08858667904100823	85693.35937499994
0.1623776739188721	85693.35937499994
0.2976351441631319	85693.35937499994
0.5455594781168515	85693.35937499994
1.0	85693.35937499994
