PRF (Hz)	FR
280.6434662015216	280.64092179578097
357.6169488816218	357.6044342689442
455.7023324233273	455.64951997473986
580.69008313362	580.4503357557555
739.9588473830449	739.2086817265815
942.9110496699376	940.607281738028
1201.5279643374863	1195.2804270215831
1531.0770295780653	1512.5327924894318
1951.0131599759873	1442.1647997866403
2486.127266535026	1214.7819650999386
3168.0097870200907	1502.9756396071668
4036.9156260624172	1065.6771387513938
5144.140601685443	1104.7185791170157
6555.049691667626	963.5067518035617
8352.935852133101	nan
10643.937213556088	nan
13563.302940629248	nan
17283.37766075762	nan
22023.775821563748	nan
28064.34662015219	nan
