PRF (Hz)	FR
36.24649747611914	36.246391943794976
39.81826873046507	39.818260183764245
43.742006403132585	43.74196617869558
48.05239366692433	48.05231624775777
52.78753141409877	52.78766309499206
57.98927504234818	57.98951866807259
63.70360442805179	63.70346174866794
69.98103035711569	69.9807235398884
76.87704100597182	76.87700543922521
84.45259241932465	84.45240210235043
92.7746473201347	92.77501564495428
101.9167670145537	101.9167290862959
111.95976162384774	111.96048781899079
122.9924043909165	122.99128189529385
135.11221637539302	135.11233754378026
148.42632847349432	148.42634945256884
163.0524283822929	163.05187588676546
179.11980087892863	179.11920387772818
196.77047061012212	196.7683502687139
216.16045749347305	216.16087813409692
237.46115582743272	237.4569471078215
260.8608493003535	260.8603232710447
286.5663752902547	286.5597617178285
314.80495316659164	314.8008350187163
345.8261927549674	345.82024953956176
379.90430071825136	379.8814232132626
417.34050435701266	417.3169763872014
458.4657142540158	458.39685893019424
503.64344929874864	503.54052428485454
553.2730499471998	553.1042803804706
607.7932081199363	607.4894979101604
667.6858449403564	667.2242858118532
733.480370589707	732.7529876435292
805.7583639330743	804.696665336162
885.1587132810661	883.4937665046685
972.3832637280201	969.9325684431933
1068.2030209853672	1064.4905956929133
1173.4649665478264	1167.9429277802649
1289.0995444338398	1280.8561597354399
1416.1288856779915	1403.3555326705766
1555.6758432742695	1536.277772702984
1708.9739174329738	1674.8651894473126
1877.3781588837703	1481.6260684990987
2062.377146602677	1369.094568726195
2265.6061458379468	1023.1256426315202
2488.861562742846	1201.3630099539912
2734.1168233844683	973.1495801674888
3003.539817488166	nan
3299.512061108556	nan
3624.6497476119116	nan
