PRF (Hz)	FR
21.729204366158662	21.729217443044195
23.870424978880976	23.87043003149556
26.222643916028247	26.22261504614138
28.806653193446756	28.806653331943444
31.645293695968544	31.6452789980714
34.76365707530097	34.763638629657166
38.189307543164986	38.18932727225207
41.95252552018255	41.952463860582306
46.08657529420349	46.08654868618773
50.6279990539899	50.62781261612781
55.61693989731509	55.617113496958474
61.09749666864989	61.09745011701596
67.1181137629597	67.11837355169035
73.7320093412126	73.73204927128724
80.99764574273301	80.99757817986246
88.97924625252561	88.9793339295324
97.74736279144166	97.74723435492166
107.37949954718249	107.37927188381336
117.96079805861424	117.96095835485887
129.58478980907398	129.58432367779736
142.3542229810777	142.35462539391946
156.38197068038463	156.38146480763544
171.7920286574946	171.7915326160356
188.72061134576347	188.72295002918617
207.31735590436517	207.31744565120556
227.7466449090224	227.74537795255233
250.1890593821924	250.18746838312802
274.84297500650644	274.8421703227338
301.92631563090583	301.9217589511578
331.67847956927096	331.6723777867553
364.362455718724	364.33602981644026
400.26714820263817	400.24177507565474
439.7099300866294	439.6529935645644
483.03944874063535	482.9434073387746
530.6387076445782	530.4768779646989
582.928451878677	582.6490240170306
640.3708872238408	639.9152668449889
703.4737657464647	702.7724699352253
772.7948739814086	771.7245695110945
848.9469633856679	847.306325141659
932.6031666445615	930.1298732576207
1024.50294770693	1020.8722624113013
1125.4586381435904	1119.8807987511718
1236.3626176060222	1227.750163799884
1358.1952018556465	1344.8107909139542
1492.0333080885227	1469.9772155616713
1639.059974151042	1453.0235337041267
1800.5748157899818	879.4095613156251
1978.005514371966	nan
2172.9204366158674	nan
