tau_m (s)	tau_ax (s)	rmse (mV)
1e-07	1e-07	10.68200526630968
1e-07	1.832980710832437e-07	10.67199761609989
1e-07	3.359818286283781e-07	10.658487725107117
1e-07	6.158482110660267e-07	10.644510297199863
1e-07	1.1288378916846883e-06	10.632943071691443
1e-07	2.06913808111479e-06	10.624804085093992
1e-07	3.792690190732254e-06	10.61965060634775
1e-07	6.951927961775606e-06	10.620500414248854
1e-07	1.274274985703132e-05	10.620909419013836
1e-07	2.335721469090121e-05	10.621205577021133
1e-07	4.281332398719396e-05	10.6213516280235
1e-07	7.847599703514605e-05	10.621428179865395
1e-07	0.0001438449888287663	10.621471194651047
1e-07	0.00026366508987303583	10.621495290984749
1e-07	0.00048329302385717517	10.621508318440052
1e-07	0.0008858667904100822	10.621515439861373
1e-07	0.001623776739188721	10.621520626832153
1e-07	0.002976351441631319	10.621521465894476
1e-07	0.005455594781168515	10.62152262651808
1e-07	0.01	10.621523259710948
1.832980710832437e-07	1e-07	9.229043132170576
1.832980710832437e-07	1.832980710832437e-07	9.212520921364835
1.832980710832437e-07	3.359818286283781e-07	9.184085673666576
1.832980710832437e-07	6.158482110660267e-07	9.1474728520823
1.832980710832437e-07	1.1288378916846883e-06	9.111524203686402
1.832980710832437e-07	2.06913808111479e-06	9.083090233469553
1.832980710832437e-07	3.792690190732254e-06	9.06373747457464
1.832980710832437e-07	6.951927961775606e-06	9.057370643344017
1.832980710832437e-07	1.274274985703132e-05	9.053446784395009
1.832980710832437e-07	2.335721469090121e-05	9.051292454182708
1.832980710832437e-07	4.281332398719396e-05	9.050057755531958
1.832980710832437e-07	7.847599703514605e-05	9.049368842329443
1.832980710832437e-07	0.0001438449888287663	9.04899096738913
1.832980710832437e-07	0.00026366508987303583	9.048784694079355
1.832980710832437e-07	0.00048329302385717517	9.048671685659317
1.832980710832437e-07	0.0008858667904100822	9.048609961681446
1.832980710832437e-07	0.001623776739188721	9.04857729812689
1.832980710832437e-07	0.002976351441631319	9.048557896796538
1.832980710832437e-07	0.005455594781168515	9.04854786541949
1.832980710832437e-07	0.01	9.048542391972386
3.359818286283781e-07	1e-07	6.579867413747923
3.359818286283781e-07	1.832980710832437e-07	6.557786350910432
3.359818286283781e-07	3.359818286283781e-07	6.510468382867807
3.359818286283781e-07	6.158482110660267e-07	6.43537100046833
3.359818286283781e-07	1.1288378916846883e-06	6.348330890683553
3.359818286283781e-07	2.06913808111479e-06	6.271903451761192
3.359818286283781e-07	3.792690190732254e-06	6.216996196661585
3.359818286283781e-07	6.951927961775606e-06	6.188829911970147
3.359818286283781e-07	1.274274985703132e-05	6.171941476319635
3.359818286283781e-07	2.335721469090121e-05	6.162415075981518
3.359818286283781e-07	4.281332398719396e-05	6.157056627591258
3.359818286283781e-07	7.847599703514605e-05	6.154087645240147
3.359818286283781e-07	0.0001438449888287663	6.152458607305663
3.359818286283781e-07	0.00026366508987303583	6.151567447702543
3.359818286283781e-07	0.00048329302385717517	6.1510800036216615
3.359818286283781e-07	0.0008858667904100822	6.150813784890581
3.359818286283781e-07	0.001623776739188721	6.150669302075945
3.359818286283781e-07	0.002976351441631319	6.1505891763676335
3.359818286283781e-07	0.005455594781168515	6.1505459047348285
3.359818286283781e-07	0.01	6.150522295008683
6.158482110660267e-07	1e-07	3.7754397738716734
6.158482110660267e-07	1.832980710832437e-07	3.747028842152852
6.158482110660267e-07	3.359818286283781e-07	3.6763651815251466
6.158482110660267e-07	6.158482110660267e-07	3.5460016927988374
6.158482110660267e-07	1.1288378916846883e-06	3.379147107510544
6.158482110660267e-07	2.06913808111479e-06	3.2294336622497783
6.158482110660267e-07	3.792690190732254e-06	3.125179524561524
6.158482110660267e-07	6.951927961775606e-06	3.065608907105504
6.158482110660267e-07	1.274274985703132e-05	3.032935945642941
6.158482110660267e-07	2.335721469090121e-05	3.0153811598808167
6.158482110660267e-07	4.281332398719396e-05	3.0058579263674186
6.158482110660267e-07	7.847599703514605e-05	3.000686428580739
6.158482110660267e-07	0.0001438449888287663	2.9978773274749955
6.158482110660267e-07	0.00026366508987303583	2.996349516659326
6.158482110660267e-07	0.00048329302385717517	2.9955167227797608
6.158482110660267e-07	0.0008858667904100822	2.995062719995913
6.158482110660267e-07	0.001623776739188721	2.994816015136497
6.158482110660267e-07	0.002976351441631319	2.9946801264937544
6.158482110660267e-07	0.005455594781168515	2.9946064669500854
6.158482110660267e-07	0.01	2.994566283641348
1.1288378916846883e-06	1e-07	2.166007448371532
1.1288378916846883e-06	1.832980710832437e-07	2.130351064822903
1.1288378916846883e-06	3.359818286283781e-07	2.0354044396964857
1.1288378916846883e-06	6.158482110660267e-07	1.8468119195172241
1.1288378916846883e-06	1.1288378916846883e-06	1.600703317463337
1.1288378916846883e-06	2.06913808111479e-06	1.3929899352216977
1.1288378916846883e-06	3.792690190732254e-06	1.2632115485313826
1.1288378916846883e-06	6.951927961775606e-06	1.1775249451330172
1.1288378916846883e-06	1.274274985703132e-05	1.1390456134784521
1.1288378916846883e-06	2.335721469090121e-05	1.1208890655050514
1.1288378916846883e-06	4.281332398719396e-05	1.1118856381934246
1.1288378916846883e-06	7.847599703514605e-05	1.1072466975165258
1.1288378916846883e-06	0.0001438449888287663	1.1048058663315183
1.1288378916846883e-06	0.00026366508987303583	1.1035006833451335
1.1288378916846883e-06	0.00048329302385717517	1.1027959607684024
1.1288378916846883e-06	0.0008858667904100822	1.1024141803984129
1.1288378916846883e-06	0.001623776739188721	1.1022074739457297
1.1288378916846883e-06	0.002976351441631319	1.1020932731252904
1.1288378916846883e-06	0.005455594781168515	1.1020316086294757
1.1288378916846883e-06	0.01	1.1019979843735903
2.06913808111479e-06	1e-07	1.6065687937633348
2.06913808111479e-06	1.832980710832437e-07	1.5652544014969567
2.06913808111479e-06	3.359818286283781e-07	1.451829483208155
2.06913808111479e-06	6.158482110660267e-07	1.2195552302881627
2.06913808111479e-06	1.1288378916846883e-06	0.9214643513668072
2.06913808111479e-06	2.06913808111479e-06	0.6906851060958864
2.06913808111479e-06	3.792690190732254e-06	0.5640833704409427
2.06913808111479e-06	6.951927961775606e-06	0.4341069205657068
2.06913808111479e-06	1.274274985703132e-05	0.38678253966262577
2.06913808111479e-06	2.335721469090121e-05	0.3681227446342014
2.06913808111479e-06	4.281332398719396e-05	0.3602896514128158
2.06913808111479e-06	7.847599703514605e-05	0.3566623967655997
2.06913808111479e-06	0.0001438449888287663	0.3548809225433933
2.06913808111479e-06	0.00026366508987303583	0.3539682846617481
2.06913808111479e-06	0.00048329302385717517	0.35349588089813205
2.06913808111479e-06	0.0008858667904100822	0.3532375639290284
2.06913808111479e-06	0.001623776739188721	0.3530994897551868
2.06913808111479e-06	0.002976351441631319	0.3530225066635167
2.06913808111479e-06	0.005455594781168515	0.35298137490007386
2.06913808111479e-06	0.01	0.3529589747985407
3.792690190732254e-06	1e-07	1.520580461507676
3.792690190732254e-06	1.832980710832437e-07	1.4756091091018162
3.792690190732254e-06	3.359818286283781e-07	1.3502175499243168
3.792690190732254e-06	6.158482110660267e-07	1.0903335875625229
3.792690190732254e-06	1.1288378916846883e-06	0.7645491615514477
3.792690190732254e-06	2.06913808111479e-06	0.5315203260606078
3.792690190732254e-06	3.792690190732254e-06	0.4189523147865851
3.792690190732254e-06	6.951927961775606e-06	0.2272165694311136
3.792690190732254e-06	1.274274985703132e-05	0.15392965158418265
3.792690190732254e-06	2.335721469090121e-05	0.12562554631107492
3.792690190732254e-06	4.281332398719396e-05	0.11528329464454205
3.792690190732254e-06	7.847599703514605e-05	0.11115195367445002
3.792690190732254e-06	0.0001438449888287663	0.10927422083868653
3.792690190732254e-06	0.00026366508987303583	0.10839095138689628
3.792690190732254e-06	0.00048329302385717517	0.107967213744861
3.792690190732254e-06	0.0008858667904100822	0.10774944835755124
3.792690190732254e-06	0.001623776739188721	0.10762897332594387
3.792690190732254e-06	0.002976351441631319	0.10756104911790056
3.792690190732254e-06	0.005455594781168515	0.10752533528112186
3.792690190732254e-06	0.01	0.10750600251429357
6.951927961775606e-06	1e-07	1.3743084167349715
6.951927961775606e-06	1.832980710832437e-07	1.3272390169487245
6.951927961775606e-06	3.359818286283781e-07	1.1951531917665057
6.951927961775606e-06	6.158482110660267e-07	0.9196296272379736
6.951927961775606e-06	1.1288378916846883e-06	0.5789527492266001
6.951927961775606e-06	2.06913808111479e-06	0.3462418892591303
6.951927961775606e-06	3.792690190732254e-06	0.24160930290792795
6.951927961775606e-06	6.951927961775606e-06	0.2028190733732579
6.951927961775606e-06	1.274274985703132e-05	0.10894811325579852
6.951927961775606e-06	2.335721469090121e-05	0.07028645114665402
6.951927961775606e-06	4.281332398719396e-05	0.049281156049597874
6.951927961775606e-06	7.847599703514605e-05	0.038317101576229314
6.951927961775606e-06	0.0001438449888287663	0.03516607026898855
6.951927961775606e-06	0.00026366508987303583	0.03370282759830677
6.951927961775606e-06	0.00048329302385717517	0.032985852584276804
6.951927961775606e-06	0.0008858667904100822	0.032661889786882614
6.951927961775606e-06	0.001623776739188721	0.0324718830148327
6.951927961775606e-06	0.002976351441631319	0.03232165470418274
6.951927961775606e-06	0.005455594781168515	0.032308875370595576
6.951927961775606e-06	0.01	0.0322785666088876
1.274274985703132e-05	1e-07	1.3014215415393162
1.274274985703132e-05	1.832980710832437e-07	1.2531313307430256
1.274274985703132e-05	3.359818286283781e-07	1.1172612938601183
1.274274985703132e-05	6.158482110660267e-07	0.8328319849133352
1.274274985703132e-05	1.1288378916846883e-06	0.4839130790694052
1.274274985703132e-05	2.06913808111479e-06	0.2519267458011841
1.274274985703132e-05	3.792690190732254e-06	0.1524752671096433
1.274274985703132e-05	6.951927961775606e-06	0.11755739305637986
1.274274985703132e-05	1.274274985703132e-05	0.11226392795442136
1.274274985703132e-05	2.335721469090121e-05	0.06655016217532855
1.274274985703132e-05	4.281332398719396e-05	0.04312406460696268
1.274274985703132e-05	7.847599703514605e-05	0.02967403472492844
1.274274985703132e-05	0.0001438449888287663	0.021277076356701344
1.274274985703132e-05	0.00026366508987303583	0.0157820591724921
1.274274985703132e-05	0.00048329302385717517	0.012104964690608941
1.274274985703132e-05	0.0008858667904100822	0.010523163003948552
1.274274985703132e-05	0.001623776739188721	0.010127536212054688
1.274274985703132e-05	0.002976351441631319	0.009901742637331548
1.274274985703132e-05	0.005455594781168515	0.009782257538171205
1.274274985703132e-05	0.01	0.009717111489434865
2.335721469090121e-05	1e-07	1.258907606516682
2.335721469090121e-05	1.832980710832437e-07	1.2100243814783245
2.335721469090121e-05	3.359818286283781e-07	1.072078693732721
2.335721469090121e-05	6.158482110660267e-07	0.7828708392698214
2.335721469090121e-05	1.1288378916846883e-06	0.4298041457924797
2.335721469090121e-05	2.06913808111479e-06	0.19846219550421945
2.335721469090121e-05	3.792690190732254e-06	0.10186549347797502
2.335721469090121e-05	6.951927961775606e-06	0.06927429699735006
2.335721469090121e-05	1.274274985703132e-05	0.06353153842805777
2.335721469090121e-05	2.335721469090121e-05	0.06490116041239175
2.335721469090121e-05	4.281332398719396e-05	0.03895412630644568
2.335721469090121e-05	7.847599703514605e-05	0.025375130896677475
