PRF (Hz)	FR
13.026315789473683	13.026313100294495
14.309943823258983	14.30994263025307
15.720062029380731	15.720058291103426
17.269134893871154	17.26911693629264
18.97085516745041	18.970867707007855
20.840264900131544	20.840258993465763
22.89388840271374	22.893880514417482
25.149878310452866	25.149847132718186
27.628176040013003	27.628194765763126
30.350688058029185	30.350687108000344
33.34147951937553	33.34145557097412
36.626986986769566	36.62696609791751
40.236252112009275	40.23621596455853
44.201178344425976	44.20106540686396
48.55681293568145	48.55686547791874
53.341656733639745	53.341520899605484
58.59800450368094	58.59796968469907
64.37231878566575	64.37220424664238
70.71564059119237	70.71533383010647
77.6840405714302	77.6841754356671
85.33911464354671	85.33983146985719
93.74852845672898	93.74931257249601
102.98661551050816	102.98656192341656
113.13503421234722	113.13544141868407
124.28348968243341	124.28385040692677
136.53052668593932	136.53103511898104
149.9844007017346	149.98363440394888
164.76403482720292	164.76320755123047
181.00007097755352	181.00222929054866
198.83602467151056	198.83470746970957
218.42955361090753	218.4324438068243
239.95385126755897	239.95222998401954
263.59917779577694	263.5981044974983
289.57454180275425	289.572528706894
318.10954784252164	318.1041030243856
349.4564259640695	349.43872190856797
383.8922612534592	383.8475944672016
421.7214430775616	421.66930535186145
463.27835567906516	463.17836986464056
508.9303339057985	508.7663811852747
559.0809102009853	558.7728801712408
614.1733815556339	613.6878105402578
674.6947279524865	673.8797036043699
741.1799169379095	739.8956703864883
814.2166323712148	812.1780122373003
894.4504691503374	891.1617284785108
982.5906398317201	977.3722045706339
1079.4162435870223	1070.2613197480048
1185.7831529100092	673.7277237751935
1302.631578947369	nan
