PRF (Hz)	FR
10.0	10.000006411020856
10.805247260420735	10.805154254232784
11.675336835882979	11.675324551920863
12.615490136041378	12.615431609833976
13.631349023132591	13.63131860893093
14.72900966880423	14.728842517353181
15.91505913725574	15.914925867105621
17.196614914226647	17.196153421469162
18.581367619045782	18.580872625162915
20.0776271560565	20.076889769290638
21.694372582372846	21.693174319713837
23.44130599122309	23.43905145672771
25.328910734234743	25.32570216573421
27.368514332053117	27.36440833704241
29.572356450820255	29.56648434381708
31.953662352441082	31.944438515997515
34.52672225941232	34.5142112172379
37.30697711048226	37.28910022951409
40.31111122176174	40.28606223917692
43.55715240934566	43.521269274602076
47.06458017428106	47.0161703895023
50.854442599100246	50.7874090978617
54.94948265741512	54.86389860593163
59.37427469455714	59.25871352993561
64.15537189828316	64.00624821969114
69.32146564451972	69.12708832259115
74.90355767437968	74.6533187416449
80.93514613568576	80.62267684651077
87.45242660543703	87.0572647520065
94.49450929955438	93.98884933274418
102.10365377338105	101.47144124299203
110.3255225213773	109.53331590501888
119.20945499785981	118.22302946799891
128.80876370318734	127.42520413591808
139.1810541122047	137.46239130140629
150.38857036483697	148.27524144792545
162.49856879332455	159.87086421488704
175.58372152763604	172.3490197959489
189.72255260109665	185.81388233516248
204.99990917330285	202.49429338844962
221.507470698133	220.8167269030095
239.34429909237278	182.13547993582992
258.61743320651817	200.86596945273328
279.4425311651773	201.97670974757534
301.9445644317565	193.58755059208443
326.25856776251686	198.08223726661095
352.5304495504728	187.2838536708723
380.9178674220136	179.46790566874589
411.59117434070214	170.58787007408057
444.73444089582244	163.44801773584317
