PRF (Hz)	FR
10.0	10.000004255940336
10.918672929901856	10.918624842798195
11.921741855017164	11.921612782586973
13.016960006965382	13.01681869522296
14.212792885766806	14.212578125140531
15.518483694012371	15.518027222979157
16.94412478229363	16.94339276171961
18.500735658130864	18.499526315772325
20.200348161370357	20.19798243784692
22.05609946441472	22.05142961532085
24.082333616132782	24.074962068720467
26.29471241433346	26.283751979664085
28.710336463793702	28.69262865526817
31.347877355559863	31.32056764638391
34.22772198920349	34.185121135753015
37.37213015357226	37.30836906307868
40.80540658405785	40.70891580832831
44.554088826299164	44.41248981533127
48.64715235841554	48.438724283026595
53.11623455726429	52.80903018312254
57.99587923987194	57.54495501076061
63.32380367022468	62.646813347083906
69.14119009525022	68.03238792149841
75.4930040634207	50.01886283758785
82.42834198642423	41.573829020491196
90.00081063038633	45.41253066524255
98.26894146992228	49.625644836603804
107.29664310777503	54.22771544593397
117.15369525702037	59.26515093562823
127.91628810407998	64.77269813086475
139.66761122155447	70.80461593400298
152.4984965828845	77.41022984097685
166.50812064902718	84.63896878584025
181.8047709539365	92.55047559852297
198.5066831141756	101.19395299752753
216.74295473233545	110.81957238571087
236.65454325828944	154.4869207356841
258.3953555212573	116.58178808071015
282.1334373542318	128.66699109885505
308.05227250598114	142.08428218040441
336.35220088058094	181.9556419856693
367.251967066771	201.84750070711482
400.99041112651605	221.0163041463618
437.8283147117311	178.85668398979448
478.05041677875283	193.44161713858068
521.9676144810469	196.63845073754322
569.9193662519654	223.3462992353235
622.2763156522155	193.09068237639238
679.4431562630908	177.86769456645965
741.8617597696893	nan
