tstim (s)	A (Pa)
1e-05	380273.43749999977
1.8329807108324375e-05	170581.05468749988
3.359818286283781e-05	120556.64062499994
6.158482110660267e-05	106274.41406249994
0.00011288378916846884	100854.49218749994
0.00020691380811147902	91552.73437499994
0.000379269019073225	87744.14062499994
0.0006951927961775605	86352.53906249994
0.0012742749857031334	85913.08593749994
0.002335721469090121	85839.84374999994
0.004281332398719391	85766.60156249994
0.007847599703514606	85766.60156249994
0.01438449888287663	85766.60156249994
0.026366508987303583	85766.60156249994
0.04832930238571752	85766.60156249994
0.08858667904100823	85766.60156249994
0.1623776739188721	85766.60156249994
0.2976351441631319	85766.60156249994
0.5455594781168515	85766.60156249994
1.0	85766.60156249994
