PRF (Hz)	FR
10.0	133.01610968267747
10.25555038176596	133.08584234359324
10.517631363293988	133.1696595797432
10.78640983431033	133.26864152994202
11.062056949414536	133.3501706215278
11.344748237068504	133.45284015808105
11.634663711370662	133.56399494493823
11.931987986686588	133.66738184922713
12.23691039520905	133.77067337779354
12.549625107522202	133.8995044640623
12.870331256246894	134.0310524847508
13.199233062845721	134.15838168308017
13.536539967668524	134.29888223571933
13.882466763321313	134.4295925322294
14.237233731443308	134.59503831150042
14.601066782979462	134.76327645099866
14.974197602037531	134.92557089699466
15.356863793421486	135.110448298055
15.749309033935157	135.30585524956277
16.15178322755238	135.4981377525611
16.564542664552576	135.72443362182656
16.98785018472307	135.94335562740432
17.421975344731955	136.20812927739976
17.867194589778293	136.4507571760717
18.32379142962874	136.73837435785197
18.792056619152884	137.0387366303581
19.27228834347209	137.34761707250337
19.764792407839877	137.702370334289
20.26988243237472	138.06795356765429
20.78788005176917	138.46325697023917
21.319115120102623	138.89741875715194
21.86392592088809	139.37231981344064
22.422659382486653	139.88768052890353
22.9956712990269	140.45451124203612
23.583326556969986	141.06544853463026
24.185999367464472	141.75940307201796
24.804073504639156	142.54246069378706
25.43794254998529	143.3869651553591
26.08801014298422	144.34698783102934
26.75469023813961	145.4302746771237
27.438407368578254	146.68657341825622
28.139596916387266	148.1305048201189
28.858705389859566	149.80797562175437
29.59619070782455	151.75882563761468
30.352522491244823	153.767568594534
31.128182362264575	156.58256795921196
31.923664250900273	160.03399490071237
32.739474709568846	165.1644245108536
33.57613323565358	152.6105302085877
34.43417260231318	148.79595621465518
