PRF (Hz)	FR
10.0	nan
10.983158445338924	nan
12.062976943541976	nan
13.248958709339178	nan
14.55154127404253	nan
15.982188343669815	nan
17.553490688177444	nan
19.27927694970343	nan
21.174735345016327	nan
23.256547333243272	5.758717845874066
25.54303442525353	8.667183500913701
28.05431942673062	11.893261198951253
30.81250353399323	15.312652670488752
33.841860841141305	16.833316349656915
37.1690519703366	18.48715616900082
40.82335870532436	20.29573445166092
44.836941693148376	22.27506644149962
49.24512348202713	24.44450927037996
54.08669938633847	26.817778235772053
59.404278914557075	29.420726303196563
65.2446607649687	32.26834537587933
71.65924468940388	35.39141403372993
78.70448384970351	38.808065402697686
86.44238164799117	42.54899434352007
94.94103740323447	46.64096604137165
104.27524567645735	51.11757760543693
114.5271545191173	56.01874472713473
125.786988437728	60.893173755553875
138.15384243735826	66.64664867097947
151.73655413218938	72.92362499012866
166.6546615983582	79.77151509419942
183.03945539891095	87.23293332794123
201.03513403947872	94.6889429709848
220.80007302355423	91.10402957467372
242.50821867601	101.01280493746435
266.35061900155193	109.8864880020202
292.53710505081466	114.21185038184505
321.2981375913854	120.82501200221026
352.88683533584907	171.6784769751358
387.5812025767859	192.31146927264265
425.6865758335845	216.665258402819
467.538311043404	233.44737268524128
513.5047349455857	244.14255348585326
563.9903866339139	250.97411593698442
619.439577804824	253.1696461627085
680.3403030344227	187.62257659375226
747.228534497696	227.2648351924476
820.6929389266602	nan
901.3800583202366	nan
990.0000000000005	nan
