PRF (Hz)	FR
7.418617597696896	7.418826070437392
8.149656647742944	8.149664643428117
8.95273312061803	8.952729982902149
9.834945666233567	9.835205878871442
10.804092443569811	10.80406268557634
11.868740051098325	11.868654054324825
13.038299249687025	13.038755459398923
14.32310814732671	14.323456571550041
15.734523580975585	15.733994992701744
17.285021503275075	17.2831009162427
18.988307261487307	18.98534864376161
20.859436743444913	20.856028300261265
22.91494946136121	22.90893615223952
25.17301474987093	25.165708709156622
27.65359237059286	27.634564073497966
30.378608942849496	30.352298695594722
33.37215176007134	33.33739939009544
36.66068170509087	36.60548221531783
40.2732671463529	40.18034309202783
44.24184088252453	44.1009411328055
48.60148240672034	48.37678025775605
53.390727985366794	53.05700888546334
58.65191129259193	58.143257015004956
64.43153761111691	63.702947936110554
70.78069490733068	69.47566040096312
77.75550541417202	44.63247804748289
85.41762171350422	43.09069315639073
93.83477170301418	47.38237401827601
103.08135726477103	52.069397843997606
113.23911192726906	57.25048767880922
124.39782333423909	62.99664293573062
136.65612690636155	69.30908321445463
150.12237771131112	76.18835760187116
164.9156082488713	83.80105091840048
181.16658061728788	92.26358412797282
199.0189423612963	101.59688925955928
218.6304962187345	112.13371113464356
240.17459498943515	107.99594020237868
263.8416738560934	120.12199025107748
289.84093370178175	132.41023150979686
318.4021903034955	175.9115516356327
349.7779057473419	193.2244482657692
384.2454200217015	216.45368965651838
422.109402514129	169.16002189286635
463.7045450815567	185.58594006163142
509.39852049871456	206.16153911346964
559.5952324354306	230.94688221705397
614.7383856904111	176.67844522965436
675.3154082399323	173.31022530326584
741.8617597696893	nan
