f (Hz)	A (Pa)	gamma (-)
106578.85419436524	2976.351441631319	0.007391066082690183
106578.85419436524	4281.332398719395	0.00982757868765137
106578.85419436524	6158.4821106602685	0.014103590340669785
106578.85419436524	8858.667904100823	0.020288195553760588
106578.85419436524	12742.74985703132	0.029234031530073718
106578.85419436524	18329.807108324374	0.04226246726910191
106578.85419436524	26366.508987303554	0.06124839994368515
106578.85419436524	37926.901907322535	0.08974179015815588
106578.85419436524	54555.947811685146	0.13458726477714456
106578.85419436524	78475.99703514608	0.2156746330741024
106578.85419436524	112883.78916846885	0.6104884960279059
106578.85419436524	162377.67391887208	0.8605232659880563
106578.85419436524	233572.1469090121	0.937100990902044
106578.85419436524	335981.8286283781	1.0024110778506001
106578.85419436524	483293.0238571753	1.0658608865404864
106578.85419436524	695192.7961775606	1.1300206053534727
106578.85419436524	1000000.0	1.1957973126323942
140856.82302255474	1000.0	0.005104059577142397
140856.82302255474	1438.449888287663	0.005609204303790548
140856.82302255474	2069.138081114789	0.006335209637536345
140856.82302255474	2976.351441631319	0.007392538448450571
140856.82302255474	4281.332398719395	0.009827606861021604
140856.82302255474	6158.4821106602685	0.014107970903279832
140856.82302255474	8858.667904100823	0.020290961245966743
140856.82302255474	12742.74985703132	0.02923543783496206
140856.82302255474	18329.807108324374	0.042218958468796634
140856.82302255474	26366.508987303554	0.061248299128688864
140856.82302255474	37926.901907322535	0.08974076369594237
140856.82302255474	54555.947811685146	0.1345881194310181
140856.82302255474	78475.99703514608	0.2156740786924443
140856.82302255474	112883.78916846885	0.6053073777179729
140856.82302255474	162377.67391887208	0.8604978071927966
140856.82302255474	233572.1469090121	0.9370939505043496
140856.82302255474	335981.8286283781	1.0024083771625831
140856.82302255474	483293.0238571753	1.0658657409311505
140856.82302255474	695192.7961775606	1.1300417959307612
140856.82302255474	1000000.0	1.1960543642259176
186159.29718876907	1000.0	0.005119990665920608
186159.29718876907	1438.449888287663	0.005619295286015888
186159.29718876907	2069.138081114789	0.006345552526271918
186159.29718876907	2976.351441631319	0.0073981971797200735
186159.29718876907	4281.332398719395	0.009849281626873528
186159.29718876907	6158.4821106602685	0.014113962881380157
186159.29718876907	8858.667904100823	0.0202925918526475
186159.29718876907	12742.74985703132	0.029236318512831923
186159.29718876907	18329.807108324374	0.04221854002019326
186159.29718876907	26366.508987303554	0.0612476472508441
186159.29718876907	37926.901907322535	0.08974245568199002
186159.29718876907	54555.947811685146	0.13458783678930442
186159.29718876907	78475.99703514608	0.2156744844541803
186159.29718876907	112883.78916846885	0.5985024409607779
186159.29718876907	162377.67391887208	0.860448771981895
186159.29718876907	233572.1469090121	0.9370760751826906
186159.29718876907	335981.8286283781	1.0023967461353482
186159.29718876907	483293.0238571753	1.065899776419957
186159.29718876907	695192.7961775606	1.1303726788293351
186159.29718876907	1000000.0	1.1982449815458982
246031.98614146808	1000.0	0.00514950136340734
246031.98614146808	1438.449888287663	0.005643123484772375
246031.98614146808	2069.138081114789	0.006366879816643335
246031.98614146808	2976.351441631319	0.007419650376274886
246031.98614146808	4281.332398719395	0.009865304924610956
246031.98614146808	6158.4821106602685	0.014120556832586046
246031.98614146808	8858.667904100823	0.020303987752833853
246031.98614146808	12742.74985703132	0.02923752302888914
246031.98614146808	18329.807108324374	0.042219649229651234
246031.98614146808	26366.508987303554	0.06124953943040853
246031.98614146808	37926.901907322535	0.08974274156585259
246031.98614146808	54555.947811685146	0.13458826356441395
246031.98614146808	78475.99703514608	0.21567305206402834
246031.98614146808	112883.78916846885	0.5899759485529289
246031.98614146808	162377.67391887208	0.8603610162276325
246031.98614146808	233572.1469090121	0.9370475188738872
246031.98614146808	335981.8286283781	1.0024092515916585
246031.98614146808	483293.0238571753	1.0661980796378916
246031.98614146808	695192.7961775606	1.1318737723692711
246031.98614146808	1000000.0	1.204618308546285
325160.972988285	1000.0	0.00518229564860969
325160.972988285	1438.449888287663	0.005678129067617811
325160.972988285	2069.138081114789	0.006397629012698351
325160.972988285	2976.351441631319	0.007445121692504184
325160.972988285	4281.332398719395	0.009886927782841276
325160.972988285	6158.4821106602685	0.014157819898307462
325160.972988285	8858.667904100823	0.020319168108623616
325160.972988285	12742.74985703132	0.029244580721374782
325160.972988285	18329.807108324374	0.042229829509650776
325160.972988285	26366.508987303554	0.061249740358443674
325160.972988285	37926.901907322535	0.08974753974273289
325160.972988285	54555.947811685146	0.13458905026442133
325160.972988285	78475.99703514608	0.21567479429294745
325160.972988285	112883.78916846885	0.5797821068272854
325160.972988285	162377.67391887208	0.8601973998766558
325160.972988285	233572.1469090121	0.9370543779847348
325160.972988285	335981.8286283781	1.0026371861003172
325160.972988285	483293.0238571753	1.067978811487045
325160.972988285	695192.7961775606	1.1396494737751568
325160.972988285	1000000.0	1.217725572055094
429739.4823041179	1000.0	0.005222559617515389
429739.4823041179	1438.449888287663	0.005716351317068026
429739.4823041179	2069.138081114789	0.00643447418344472
429739.4823041179	2976.351441631319	0.007478020942948589
429739.4823041179	4281.332398719395	0.009977638232940532
429739.4823041179	6158.4821106602685	0.01421986635572834
429739.4823041179	8858.667904100823	0.020367391059619017
429739.4823041179	12742.74985703132	0.02927821454352265
429739.4823041179	18329.807108324374	0.04224838829409473
429739.4823041179	26366.508987303554	0.06127643696844828
429739.4823041179	37926.901907322535	0.08975628442909854
429739.4823041179	54555.947811685146	0.13459816864712298
429739.4823041179	78475.99703514608	0.21567692164942545
429739.4823041179	112883.78916846885	0.5680980903088655
429739.4823041179	162377.67391887208	0.8599013919141574
429739.4823041179	233572.1469090121	0.9374157545491566
429739.4823041179	335981.8286283781	1.005208175125074
429739.4823041179	483293.0238571753	1.077689388927658
429739.4823041179	695192.7961775606	1.1544570159105532
429739.4823041179	1000000.0	1.2373513175161486
567952.608069188	1000.0	0.0052632070066265645
567952.608069188	1438.449888287663	0.005749434587981432
567952.608069188	2069.138081114789	0.00647403049198244
567952.608069188	2976.351441631319	0.007527205286137622
567952.608069188	4281.332398719395	0.010053856190779704
567952.608069188	6158.4821106602685	0.014276841496134103
567952.608069188	8858.667904100823	0.020434183084690367
567952.608069188	12742.74985703132	0.029346984839702564
567952.608069188	18329.807108324374	0.042303665264347916
567952.608069188	26366.508987303554	0.061306617422806665
567952.608069188	37926.901907322535	0.08975260961997626
567952.608069188	54555.947811685146	0.13460911137931544
567952.608069188	78475.99703514608	0.21569238156902426
567952.608069188	112883.78916846885	0.5551788882717069
567952.608069188	162377.67391887208	0.8594732111654516
567952.608069188	233572.1469090121	0.9389331623030388
567952.608069188	335981.8286283781	1.011907545819707
567952.608069188	483293.0238571753	1.0915346353845776
567952.608069188	695192.7961775606	1.1747980243010383
567952.608069188	1000000.0	1.2604935290714814
750617.9401601184	1000.0	0.005302692706034458
750617.9401601184	1438.449888287663	0.005801720029031954
750617.9401601184	2069.138081114789	0.006524954563395281
750617.9401601184	2976.351441631319	0.007558153958899491
750617.9401601184	4281.332398719395	0.010049402768643606
750617.9401601184	6158.4821106602685	0.014430425130791506
750617.9401601184	8858.667904100823	0.0206154753386048
750617.9401601184	12742.74985703132	0.029433588591323136
750617.9401601184	18329.807108324374	0.04241192197577126
750617.9401601184	26366.508987303554	0.06141590602909905
750617.9401601184	37926.901907322535	0.08989845027247995
750617.9401601184	54555.947811685146	0.13464475012227686
750617.9401601184	78475.99703514608	0.2156977548388719
750617.9401601184	112883.78916846885	0.541323571511048
750617.9401601184	162377.67391887208	0.8594201405630875
750617.9401601184	233572.1469090121	0.9441461311451164
750617.9401601184	335981.8286283781	1.030092135491411
750617.9401601184	483293.0238571753	1.1136431597188423
750617.9401601184	695192.7961775606	1.1985709115750638
750617.9401601184	1000000.0	1.2870826752177094
992032.2296003656	1000.0	0.005335869679643466
992032.2296003656	1438.449888287663	0.005843629705265877
992032.2296003656	2069.138081114789	0.006587968656485491
992032.2296003656	2976.351441631319	0.0076427028495034905
992032.2296003656	4281.332398719395	0.010307831967420848
992032.2296003656	6158.4821106602685	0.014681921294270974
992032.2296003656	8858.667904100823	0.020721876759010983
992032.2296003656	12742.74985703132	0.0296681010044814
992032.2296003656	18329.807108324374	0.042517838838994175
992032.2296003656	26366.508987303554	0.061587511638979374
992032.2296003656	37926.901907322535	0.09000485852279047
992032.2296003656	54555.947811685146	0.13474936587970168
992032.2296003656	78475.99703514608	0.21573852607811767
992032.2296003656	112883.78916846885	0.5268569322706445
992032.2296003656	162377.67391887208	0.8617827667097783
992032.2296003656	233572.1469090121	0.9635595604719744
992032.2296003656	335981.8286283781	1.0511255062424654
992032.2296003656	483293.0238571753	1.1356940246418374
992032.2296003656	695192.7961775606	1.2238713960895198
992032.2296003656	1000000.0	1.3078646812564227
1311090.3589060807	1000.0	0.005378974588620203
1311090.3589060807	1438.449888287663	0.005899485361131329
1311090.3589060807	2069.138081114789	0.0066447159984852466
1311090.3589060807	2976.351441631319	0.008010831168369856
1311090.3589060807	4281.332398719395	0.011192973738808657
1311090.3589060807	6158.4821106602685	0.014928578708151704
1311090.3589060807	8858.667904100823	0.021178923972719338
1311090.3589060807	12742.74985703132	0.029878811683676024
1311090.3589060807	18329.807108324374	0.043019934153328165
1311090.3589060807	26366.508987303554	0.06189936613297947
1311090.3589060807	37926.901907322535	0.0903633457248096
1311090.3589060807	54555.947811685146	0.13526722427015594
1311090.3589060807	78475.99703514608	0.21605802247006786
1311090.3589060807	112883.78916846885	0.5120312281900908
1311090.3589060807	162377.67391887208	0.8684878190324986
1311090.3589060807	233572.1469090121	0.9858885513291646
1311090.3589060807	335981.8286283781	1.0741518222532889
1311090.3589060807	483293.0238571753	1.1605182742296634
1311090.3589060807	695192.7961775606	1.2457088066105393
1311090.3589060807	1000000.0	1.3300041043202857
1732764.1964908212	1000.0	0.0054015068805032115
1732764.1964908212	1438.449888287663	0.005914300587348681
1732764.1964908212	2069.138081114789	0.006637169792438753
1732764.1964908212	2976.351441631319	0.009158954132648668
1732764.1964908212	4281.332398719395	0.011559847004940366
1732764.1964908212	6158.4821106602685	0.01506639559092707
1732764.1964908212	8858.667904100823	0.021865559398921187
1732764.1964908212	12742.74985703132	0.03045334868920762
1732764.1964908212	18329.807108324374	0.04340598044404679
1732764.1964908212	26366.508987303554	0.06268548671648932
1732764.1964908212	37926.901907322535	0.0910427150023289
1732764.1964908212	54555.947811685146	0.13547337917637814
1732764.1964908212	78475.99703514608	0.2167706298980488
1732764.1964908212	112883.78916846885	0.4973890451498234
1732764.1964908212	162377.67391887208	0.8904172074744557
1732764.1964908212	233572.1469090121	1.003340142917081
1732764.1964908212	335981.8286283781	1.0921521900544535
1732764.1964908212	483293.0238571753	1.1749582213085166
1732764.1964908212	695192.7961775606	1.2598585999160334
1732764.1964908212	1000000.0	1.3419030768378646
2290057.0813026284	1000.0	0.005473555621574207
2290057.0813026284	1438.449888287663	0.006030326506591826
2290057.0813026284	2069.138081114789	0.006839639216686504
2290057.0813026284	2976.351441631319	0.011834660228740405
2290057.0813026284	4281.332398719395	0.01505248908594461
2290057.0813026284	6158.4821106602685	0.015843226383680308
2290057.0813026284	8858.667904100823	0.021930495389535683
2290057.0813026284	12742.74985703132	0.031358993134147216
2290057.0813026284	18329.807108324374	0.04463922888623406
2290057.0813026284	26366.508987303554	0.06415718807028219
2290057.0813026284	37926.901907322535	0.09264491516592607
2290057.0813026284	54555.947811685146	0.13767073967556456
2290057.0813026284	78475.99703514608	0.21652182409452064
2290057.0813026284	112883.78916846885	0.483074793574284
2290057.0813026284	162377.67391887208	0.9014912980892378
2290057.0813026284	233572.1469090121	1.02030869781154
2290057.0813026284	335981.8286283781	1.1101213952395226
2290057.0813026284	483293.0238571753	1.1897726103061868
2290057.0813026284	695192.7961775606	1.2656774675277929
2290057.0813026284	1000000.0	1.3418956184669764
3026586.910235772	1000.0	0.005380267098534751
3026586.910235772	1438.449888287663	0.005893871692051397
3026586.910235772	2069.138081114789	0.009602652130334677
3026586.910235772	2976.351441631319	0.013073853208835258
3026586.910235772	4281.332398719395	0.014263145966258819
3026586.910235772	6158.4821106602685	0.022062431762844004
3026586.910235772	8858.667904100823	0.02276907085588826
3026586.910235772	12742.74985703132	0.03286303644942193
3026586.910235772	18329.807108324374	0.0466286063897179
3026586.910235772	26366.508987303554	0.06471399695113597
3026586.910235772	37926.901907322535	0.0950222401013376
3026586.910235772	54555.947811685146	0.1404966315233163
3026586.910235772	78475.99703514608	0.21774241679746287
3026586.910235772	112883.78916846885	0.4690813161437184
3026586.910235772	162377.67391887208	0.9140710931916884
3026586.910235772	233572.1469090121	1.0408052763300129
3026586.910235772	335981.8286283781	1.1269925296209375
3026586.910235772	483293.0238571753	1.2007201845559885
3026586.910235772	695192.7961775606	1.2723693227787036
3026586.910235772	1000000.0	1.3514465677150431
4000000.000000002	1000.0	0.005650300233038183
4000000.000000002	1438.449888287663	0.006270153865266248
4000000.000000002	2069.138081114789	0.008024862520317026
4000000.000000002	2976.351441631319	0.0143766542626763
4000000.000000002	4281.332398719395	0.0129333131716829
4000000.000000002	6158.4821106602685	0.01732292186160649
4000000.000000002	8858.667904100823	0.0248234339923362
4000000.000000002	12742.74985703132	0.032178941697707214
4000000.000000002	18329.807108324374	0.0498756318265247
4000000.000000002	26366.508987303554	0.06712845630690976
4000000.000000002	37926.901907322535	0.0995591075623572
4000000.000000002	54555.947811685146	0.1424101170865692
4000000.000000002	78475.99703514608	0.21968007106376064
4000000.000000002	112883.78916846885	0.4691132151573927
4000000.000000002	162377.67391887208	0.9234392290106008
4000000.000000002	233572.1469090121	1.0551026216993211
4000000.000000002	335981.8286283781	1.1382935520077753
4000000.000000002	483293.0238571753	1.2113843401483249
4000000.000000002	695192.7961775606	1.3015006051381877
4000000.000000002	1000000.0	1.4635689148149431
