tau_m (s)	tau_ax (s)	rmse (mV)
1e-07	1e-07	18.88916764078877
1e-07	1.832980710832437e-07	18.84002504269776
1e-07	3.359818286283781e-07	18.773373239554328
1e-07	6.158482110660267e-07	18.70425929593261
1e-07	1.1288378916846883e-06	18.646982611186075
1e-07	2.06913808111479e-06	18.606641388179554
1e-07	3.792690190732254e-06	18.581098045502127
1e-07	6.951927961775606e-06	18.57058794571458
1e-07	1.274274985703132e-05	18.56449809818071
1e-07	2.335721469090121e-05	18.561172184342002
1e-07	4.281332398719396e-05	18.55931177070769
1e-07	7.847599703514605e-05	18.55828449198369
1e-07	0.0001438449888287663	18.557723445440487
1e-07	0.00026366508987303583	18.55741651148006
1e-07	0.00048329302385717517	18.55724899237953
1e-07	0.0008858667904100822	18.5571581084228
1e-07	0.001623776739188721	18.557108680017613
1e-07	0.002976351441631319	18.557080437314333
1e-07	0.005455594781168515	18.557065583475076
1e-07	0.01	18.55705781522079
1.832980710832437e-07	1e-07	17.04460236308676
1.832980710832437e-07	1.832980710832437e-07	16.967649915596766
1.832980710832437e-07	3.359818286283781e-07	16.832414385319346
1.832980710832437e-07	6.158482110660267e-07	16.656225969755273
1.832980710832437e-07	1.1288378916846883e-06	16.482005159590813
1.832980710832437e-07	2.06913808111479e-06	16.34359443313323
1.832980710832437e-07	3.792690190732254e-06	16.249138250503332
1.832980710832437e-07	6.951927961775606e-06	16.197039983732893
1.832980710832437e-07	1.274274985703132e-05	16.166288116658563
1.832980710832437e-07	2.335721469090121e-05	16.148921058917285
1.832980710832437e-07	4.281332398719396e-05	16.139198566006687
1.832980710832437e-07	7.847599703514605e-05	16.133821852182837
1.832980710832437e-07	0.0001438449888287663	16.13086927875309
1.832980710832437e-07	0.00026366508987303583	16.129255242556415
1.832980710832437e-07	0.00048329302385717517	16.12837042555177
1.832980710832437e-07	0.0008858667904100822	16.127887989733697
1.832980710832437e-07	0.001623776739188721	16.127625329867712
1.832980710832437e-07	0.002976351441631319	16.127480908522173
1.832980710832437e-07	0.005455594781168515	16.127402490186665
1.832980710832437e-07	0.01	16.127359703989118
3.359818286283781e-07	1e-07	13.693779010252385
3.359818286283781e-07	1.832980710832437e-07	13.59955254824962
3.359818286283781e-07	3.359818286283781e-07	13.383623412533533
3.359818286283781e-07	6.158482110660267e-07	13.028383480193643
3.359818286283781e-07	1.1288378916846883e-06	12.607379687078804
3.359818286283781e-07	2.06913808111479e-06	12.231929321765824
3.359818286283781e-07	3.792690190732254e-06	11.959279544143147
3.359818286283781e-07	6.951927961775606e-06	11.792671513196435
3.359818286283781e-07	1.274274985703132e-05	11.69333215516552
3.359818286283781e-07	2.335721469090121e-05	11.636655552059365
3.359818286283781e-07	4.281332398719396e-05	11.604903312688773
3.359818286283781e-07	7.847599703514605e-05	11.587327671367314
3.359818286283781e-07	0.0001438449888287663	11.577669332648355
3.359818286283781e-07	0.00026366508987303583	11.572379653364651
3.359818286283781e-07	0.00048329302385717517	11.56948967282571
3.359818286283781e-07	0.0008858667904100822	11.567910762143214
3.359818286283781e-07	0.001623776739188721	11.567045070549154
3.359818286283781e-07	0.002976351441631319	11.566573875870562
3.359818286283781e-07	0.005455594781168515	11.5663170167166
3.359818286283781e-07	0.01	11.566176869561213
6.158482110660267e-07	1e-07	10.131918627579909
6.158482110660267e-07	1.832980710832437e-07	10.010881889363338
6.158482110660267e-07	3.359818286283781e-07	9.681056833118546
6.158482110660267e-07	6.158482110660267e-07	9.041942207046244
6.158482110660267e-07	1.1288378916846883e-06	8.194726938383134
6.158482110660267e-07	2.06913808111479e-06	7.411511281908423
6.158482110660267e-07	3.792690190732254e-06	6.853074936894572
6.158482110660267e-07	6.951927961775606e-06	6.514430799601829
6.158482110660267e-07	1.274274985703132e-05	6.320481206671272
6.158482110660267e-07	2.335721469090121e-05	6.2126774108752025
6.158482110660267e-07	4.281332398719396e-05	6.153310457458737
6.158482110660267e-07	7.847599703514605e-05	6.120788738746227
6.158482110660267e-07	0.0001438449888287663	6.103018289667396
6.158482110660267e-07	0.00026366508987303583	6.093315768309154
6.158482110660267e-07	0.00048329302385717517	6.088019147064589
6.158482110660267e-07	0.0008858667904100822	6.0851287963350895
6.158482110660267e-07	0.001623776739188721	6.083552203346508
6.158482110660267e-07	0.002976351441631319	6.0826913231421615
6.158482110660267e-07	0.005455594781168515	6.0822218849109495
6.158482110660267e-07	0.01	6.081965698099508
1.1288378916846883e-06	1e-07	8.054425038239717
1.1288378916846883e-06	1.832980710832437e-07	7.888931038845657
1.1288378916846883e-06	3.359818286283781e-07	7.419690109810268
1.1288378916846883e-06	6.158482110660267e-07	6.450170537149862
1.1288378916846883e-06	1.1288378916846883e-06	5.1358687934638265
1.1288378916846883e-06	2.06913808111479e-06	3.9830298950260095
1.1288378916846883e-06	3.792690190732254e-06	3.239735492698009
1.1288378916846883e-06	6.951927961775606e-06	2.8187761473973
1.1288378916846883e-06	1.274274985703132e-05	2.6019055872797816
1.1288378916846883e-06	2.335721469090121e-05	2.489690927936394
1.1288378916846883e-06	4.281332398719396e-05	2.430599793641948
1.1288378916846883e-06	7.847599703514605e-05	2.399055392685542
1.1288378916846883e-06	0.0001438449888287663	2.38207168282102
1.1288378916846883e-06	0.00026366508987303583	2.3728844241385034
1.1288378916846883e-06	0.00048329302385717517	2.3678864542482354
1.1288378916846883e-06	0.0008858667904100822	2.365152700910872
1.1288378916846883e-06	0.001623776739188721	2.3636521470500407
1.1288378916846883e-06	0.002976351441631319	2.3628419696329908
1.1288378916846883e-06	0.005455594781168515	2.3624007936499254
1.1288378916846883e-06	0.01	2.3621600715137374
2.06913808111479e-06	1e-07	7.273104351342546
2.06913808111479e-06	1.832980710832437e-07	7.068974750118003
2.06913808111479e-06	3.359818286283781e-07	6.488189543618415
2.06913808111479e-06	6.158482110660267e-07	5.261985821560133
2.06913808111479e-06	1.1288378916846883e-06	3.6232713369203
2.06913808111479e-06	2.06913808111479e-06	2.296134255458093
2.06913808111479e-06	3.792690190732254e-06	1.5396770997302287
2.06913808111479e-06	6.951927961775606e-06	1.1255149293574078
2.06913808111479e-06	1.274274985703132e-05	0.9438410473301788
2.06913808111479e-06	2.335721469090121e-05	0.8600387698674851
2.06913808111479e-06	4.281332398719396e-05	0.8189166727605837
2.06913808111479e-06	7.847599703514605e-05	0.7978668757298937
2.06913808111479e-06	0.0001438449888287663	0.7867876388646409
2.06913808111479e-06	0.00026366508987303583	0.7808797900492829
2.06913808111479e-06	0.00048329302385717517	0.7776662555085896
2.06913808111479e-06	0.0008858667904100822	0.7759346040232388
2.06913808111479e-06	0.001623776739188721	0.7749933069903839
2.06913808111479e-06	0.002976351441631319	0.7744800581957254
2.06913808111479e-06	0.005455594781168515	0.7742008256496771
2.06913808111479e-06	0.01	0.7740482920720169
3.792690190732254e-06	1e-07	7.054578008342646
3.792690190732254e-06	1.832980710832437e-07	6.827085668161813
3.792690190732254e-06	3.359818286283781e-07	6.179561752423332
3.792690190732254e-06	6.158482110660267e-07	4.80041749568882
3.792690190732254e-06	1.1288378916846883e-06	2.9910722826496583
3.792690190732254e-06	2.06913808111479e-06	1.6220290285949468
3.792690190732254e-06	3.792690190732254e-06	0.9209974524158534
3.792690190732254e-06	6.951927961775606e-06	0.5064013397394512
3.792690190732254e-06	1.274274985703132e-05	0.3530200293511071
3.792690190732254e-06	2.335721469090121e-05	0.2924378078476141
3.792690190732254e-06	4.281332398719396e-05	0.2655695284637305
3.792690190732254e-06	7.847599703514605e-05	0.25232094255493104
3.792690190732254e-06	0.0001438449888287663	0.2454346952293955
3.792690190732254e-06	0.00026366508987303583	0.24178179787098056
3.792690190732254e-06	0.00048329302385717517	0.2398127150798733
