tstim (s)	A (Pa)
1e-05	552905.2734374998
1.8329807108324375e-05	211376.95312499988
3.359818286283781e-05	131030.27343749994
6.158482110660267e-05	109057.61718749994
0.00011288378916846884	101953.12499999994
0.00020691380811147902	92431.64062499994
0.000379269019073225	88110.35156249994
0.0006951927961775605	86572.26562499994
0.0012742749857031334	86059.57031249994
0.002335721469090121	85913.08593749994
0.004281332398719391	85839.84374999994
0.007847599703514606	85839.84374999994
0.01438449888287663	85839.84374999994
0.026366508987303583	85839.84374999994
0.04832930238571752	85839.84374999994
0.08858667904100823	85839.84374999994
0.1623776739188721	85839.84374999994
0.2976351441631319	85839.84374999994
0.5455594781168515	85839.84374999994
1.0	85839.84374999994
